"issuekey","created","storypoint","context","codesnippet","t_Task","t_Story","t_Bug","t_New.Feature","c_Schema","c_CRUD","c_Real.Time.Server.Stats","c_UI...UX","c_Document.Validation","c_Stability","c_Query.Bar","c_First.Run","c_Connectivity","c_DDL","c_Performance","c_Research...Design","c_Plugins","c_Packaging","c_Navigation","c_Misc","c_Compass","c_Query","c_Electron","c_Auto.Updates","c_Export.to.Language","c_Aggregation.pipeline","c_Metrics","c_Grammar","c_Tech.debt","c_Intercom","c_Atlas","c_Telemetry.Data","c_Installation","c_CI","c_Language.Modes","c_Blog","c_schema.rs","c_Build","c_Favorites","c_Security","c_Explain","c_Webpack","c_React","c_Collection","c_Header","c_Sidebar","c_Views","c_Windows.Installer","c_Release","c_Maps","c_Import.Export"
"COMPASS-3137","09/19/2018 15:14:08",5,"wasm: compass plugin to send data to mongodb-schema.rs ""things to watch out for: types! Rust might be particular about the types passed in as input, so we might have to figure out a way to create proper generics which have been currently avoided.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3150","09/27/2018 12:37:17",8,"Update to Electron 3/Node 10.2.1 ""Currently blocked by: https://github.com/atom/node-keytar/issues/125""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3157","09/28/2018 12:58:34",3,"Enforce maxTimeMS for every query sent to the server ""Currently query filters that can be entered in the """"Documents"""" panel don't use the {{maxtimems}} parameter. It is possible with non selective filters not supported by indexes to cause to run very heavy queries (COLLSCAN) on the MongoDB server causing possibly performance issues for the other clients. The parameter {{maxTimeMS}} is not set in the count and in the find commands sent.    For example I loaded 5.7M tweets on a test MongoDB instances and I tried to use the filter  {source: """"a""""} which causes a full collection scan over 5.7M documents:        The query is limited to 20 documents but has no {{maxTimeMS}} set.    If you use the schema tab and you run the same filter, {{maxTimeMS}} is used, but I noticed that the same queries are then run without the timeout set:        I tested this with Compass 1.16.0 beta 7.""","  2018-09-28T10:42:42.588+0200 I NETWORK  [conn6] received client metadata from 127.0.0.1:51337 conn6: { application: { name: """"MongoDB Shell"""" }, driver: { name: """"MongoDB Internal Client"""", version: """"3.6.6"""" }, os: { type: """"Darwin"""", name: """"Mac OS X"""", architecture: """"x86_64"""", version: """"17.7.0"""" } }  2018-09-28T10:44:52.172+0200 I COMMAND  [conn5] command test.tweets command: count { count: """"tweets"""", query: { source: """"a"""" }, skip: 0, lsid: { id: UUID(""""884572c0-9842-4d2f-ada2-72250fc64b9a"""") }, $db: """"test"""" } planSummary: COLLSCAN keysExamined:0 docsExamined:5712169 numYields:47574 reslen:44 locks:{ Global: { acquireCount: { r: 95150 } }, Database: { acquireCount: { r: 47575 } }, Collection: { acquireCount: { r: 47575 } } } protocol:op_query 137667ms  2018-09-28T10:46:53.077+0200 I COMMAND  [conn1] command test.tweets appName: """"MongoDB Compass Beta"""" command: find { find: """"tweets"""", filter: { source: """"a"""" }, limit: 20, returnKey: false, showRecordId: false, lsid: { id: UUID(""""884572c0-9842-4d2f-ada2-72250fc64b9a"""") }, $db: """"test"""" } planSummary: COLLSCAN keysExamined:0 docsExamined:5712169 cursorExhausted:1 numYields:47243 nreturned:0 reslen:99 locks:{ Global: { acquireCount: { r: 94488 } }, Database: { acquireCount: { r: 47244 } }, Collection: { acquireCount: { r: 47244 } } } protocol:op_query 120877ms    2018-09-28T13:33:44.380+0200 I COMMAND  [conn10] command test.tweets command: count { count: """"tweets"""", query: { source: """"a"""" }, maxTimeMS: 10000, lsid: { id: UUID(""""bbda3184-e246-44bd-a5dd-43650f767757"""") }, $db: """"test"""" } planSummary: COLLSCAN numYields:5903 reslen:182 locks:{ Global: { acquireCount: { r: 11808 } }, Database: { acquireCount: { r: 5904 } }, Collection: { acquireCount: { r: 5904 } } } protocol:op_query 10019ms  2018-09-28T13:33:44.390+0200 I COMMAND  [conn8] command test.tweets command: count { count: """"tweets"""", query: { source: """"a"""" }, maxTimeMS: 10000, lsid: { id: UUID(""""e927734d-2de4-4d15-b958-5ed758860118"""") }, $db: """"test"""" } planSummary: COLLSCAN numYields:5916 reslen:182 locks:{ Global: { acquireCount: { r: 11834 } }, Database: { acquireCount: { r: 5917 } }, Collection: { acquireCount: { r: 5917 } } } protocol:op_query 10017ms    2018-09-28T13:36:03.315+0200 I COMMAND  [conn11] command test.tweets command: count { count: """"tweets"""", query: { source: """"a"""" }, skip: 0, lsid: { id: UUID(""""f153a56e-d826-4256-bc41-3402c718bf42"""") }, $db: """"test"""" } planSummary: COLLSCAN keysExamined:0 docsExamined:5712169 numYields:48309 reslen:44 locks:{ Global: { acquireCount: { r: 96620 } }, Database: { acquireCount: { r: 48310 } }, Collection: { acquireCount: { r: 48310 } } } protocol:op_query 148950ms  2018-09-28T13:38:24.293+0200 I COMMAND  [conn10] command test.tweets command: find { find: """"tweets"""", filter: { source: """"a"""" }, limit: 20, returnKey: false, showRecordId: false, lsid: { id: UUID(""""f153a56e-d826-4256-bc41-3402c718bf42"""") }, $db: """"test"""" } planSummary: COLLSCAN keysExamined:0 docsExamined:5712169 cursorExhausted:1 numYields:47984 nreturned:0 reslen:99 locks:{ Global: { acquireCount: { r: 95970 } }, Database: { acquireCount: { r: 47985 } }, Collection: { acquireCount: { r: 47985 } } } protocol:op_query 140951ms  ",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3170","10/01/2018 12:25:53",5,"Spike Lazy Linked List in Hadron Document ""Spike turning hadron document into a configurable lazy linked list.""","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3190","10/11/2018 15:35:10",5,"refactor edge case tests for python ""Right now we have a few tests that are not JSON based, and therefore are only being tested from javascript. Refactor those tests so that we can easily test them from Python as well, and move them into JSON form where possible.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3192","10/11/2018 15:37:19",8,"Add class layer between ANTLR and visitor classes ""Right now there is a lot of repeated code between the python and javascript/shell visitors. Add a class layer in between the ANTLR-generated classes and the language-specific classes so that methods that all visitors have can be written in one place.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3202","10/16/2018 16:00:44",5,"Fix auto-argument casting for functions ""Works for javascript, but the python implementation uncovered some odd behavior so go through and verify that the casting mechanism is working correctly. And document it! ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3224","10/30/2018 16:48:17",3,"Add native regex type to python ""Other than optional and named args, this is the last feature required for python as an input language.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3226","10/31/2018 13:31:11",3,"api: library takes in and outputs a bson document ""on this pass output document should have:   * -name-   * -path-   * -regular type-   * -iterate over nested documents and have the above information-   * -bson_type-   * -values-   * -add arrays at type-""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3227","10/31/2018 13:42:15",3,"api: use typed_builder crate to support passin in options ""https://docs.rs/typed-builder/0.1.1/typed_builder/""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3235","11/06/2018 15:10:56",3,"Eliminate multiple keychain password requests ""The multiple keychain password prompt has been a long-running unexplained behavior we haven't been able to get to the bottom of. A roll-up of bug reports:    - COMPASS-1767  - COMPASS-3091  - COMPASS-3147  - COMPASS-3215    My hunch after re-reading these tickets is this happens after an auto-update or a manual upgrade. What's most likely is that we simply need to call {{keytar}} methods from the main process via ipc rather than from the renderer as we do today. [See this example on stackoverflow|https://stackoverflow.com/a/43239854].    [From this blog post|https://medium.com/cameron-nokes/how-to-securely-store-sensitive-information-in-electron-with-node-keytar-51af99f1cfc4]:    {quote}  One other important note: I recommend you only call node-keytar from the main process. If you set a password from the main process and then attempt to get it from a renderer process, it’ll prompt a permissions dialog for the user (this is macOS only, Windows doesn’t seem to mind either way). Additionally, I think it’s cleaner and clearer to the user if the access control list has your app name and it’s icon, instead of MyApp Helper and the generic app icon which is what you get when a renderer sets it.  {quote}          More notes from previous tickets rolled up below.    ---    [{{SecKeychainFindGenericPassword}}|https://developer.apple.com/documentation/security/1397301-seckeychainfindgenericpassword?language=objc], which is the method [{{keytar}} uses to read a stored connection password|https://github.com/atom/node-keytar/blob/master/src/keytar_mac.cc#L107]. In the discussion:    {quote}  This function automatically calls the function [{{SecKeychainUnlock}}|https://developer.apple.com/documentation/security/1400341-seckeychainunlock?language=objc] to display the Unlock Keychain dialog box if the keychain is currently locked.  {quote}    A few ideas on what might need to happen:    - Maybe something in the keytar bindings is too specific?   Maybe when we run app-migrations today, macOS needs to re-validate or something?  - Maybe a bulk-read call to fetch all passwords with {{FindPassword}} would guarantee this unlock dialog is shown once and only once in all cases (a single, implicit {{SecKeychainUnlock}} call), but there are some potential security implications to consider.   ""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3252","11/14/2018 13:27:12",5,"Paginate Document List Elements 20 at a time ""Paginate the elements in the document in the document list 20 at a time.""","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3253","11/14/2018 13:28:32",5,"Paginate Document Table View Columns 20 at a time ""Paginate columns in the document list table view 20 at a time. Needs update to hadron-document to accept a number to the flush method.""","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3254","11/14/2018 14:11:30",5,"Make Embedded Elements Lazy Loaded ""Linked List in hadron-document is now lazy, but needs to expand further to lazy load embedded arrays and documents.""","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3255","11/14/2018 15:08:19",5,"api: add unique and duplicate fields ""each type has a count field. to see if there are duplicates the following checks should be done:   * type.name is _Null_ or _Undefined_, check is type.count > 1   * if there is a type.values, check if the vec is all unique""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3256","11/14/2018 15:11:44",5,"testing: test to process a json file ""should take in a json file (fanclub.json), convert it to bson, be able to parse it and return the current result.    bson crate should have a deserializer for json implemented (hopefully).    should also track timing.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3260","11/15/2018 11:04:46",5,"Implement syntax for object generator ""Support syntax like equality, math, etc.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3263","11/15/2018 15:06:51",2,"library: performance metrics ""compare results in rust to node.     there is a way to write tests in rust as benchmarks. and that's what should be done for some of these.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3270","11/20/2018 09:20:22",5,"Need a way to interrrupt/kill long running queries ""If you run a long running query (this is easy to do if you get a keyname wrong) there is no way to interrupt the query before it times out or completes. The only option is to kill the window.""","",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3291","11/23/2018 16:32:39",5,"Agg. Pipeline settings ""h3. User story  As a Compass user  I want to set sample size, number of docs in preview and maxTimeMS  So that I have better control over how Compass is executing and displaying my pipeline.    h3. Acceptance Criteria  - There is a place in the UI where I can set sample size, number of docs in preview and maxTimeMS  - By default, these settings are set to the default that is in Compass today  - When I change one of these values, the new configuration is preserved across different Compass sessions    h3. Notes  - Should the setting be per collection, per pipeline, or global? How does that resonate with tabs (COMPASS-3289)?""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3292","11/23/2018 16:32:59",1,"Export to language discoverability ""h3. User story  As a Compass user  I want a quick and discoverable access to “export to language”  So that I can easily find it and I can take advantage of it to speed up my application development.    h3. Acceptance Criteria  - When I look at the Agg. Pipeline builder, I want to know it is possible to export my pipeline to different languages  ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3295","11/23/2018 16:34:31",1,"Full-screen stage editor ""h3. User story  As a Compass user  I want more real estate for my stage editor  So that I can see everything I type into the editor without a lot of scrolling, even when my stage contains a lot of code.    h3. Acceptance Criteria  - When I am working on a stage, I can make the stage editor full-screen  - When the stage editor is full-screen, I can see:      -- The stage selector      -- The code editor      -- A way to reach the documentation/examples for the current stage      -- A way to delete the stage      -- A way to disable the stage      -- A sample of the data entering the stage      -- A sample of the data outputted by the stage      -- A way to access the agg. pipeline settings, in case I need to adjust for instance the timeout if the current stage is too slow  - When I close the full-screen editor, the changes I made are reflected in the “small editor” and the results in the preview are updated  ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3322","11/28/2018 12:16:13",5,"library: refactor schema parser to use internal structs ""currently using bson to manipulate data, should be using rust-specific methods.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3323","11/28/2018 12:17:41",3,"api: investigate error handling ""no errors are currently handled or thrown (200 path only!), this should be fixed.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3324","11/28/2018 12:23:49",3,"library: modularize crate into separate components ""right now everything is in one giant file, and that's a bit unsustainable. So:    *lib.rs – public facing api*    *schema_parser.rs – SchemaParser trait*    *field_type.rs – FieldType trait*    and possible have,    *field.rs – Field trait*""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3325","11/28/2018 12:24:56",3,"library: investigate current use of lifetime ""i *think* the lifetime situation is not as stable and efficient as it's meant to be. Look into (+ask advice) on how to improve this.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3328","11/28/2018 14:18:39",5,"api: should allow for SchemaParser struct output ""currently output is directly converted to json in _flush_ method. The api should allow for either of the two to be an output, or have a way for user to call `to_json` or `to_bson`, `to_struct` methods (or something of the sort) for easier conversions""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3331","11/29/2018 13:44:50",3,"Move Metrics To External Package ""Move the metrics internal package to an external package in 10gen on the new plugin template.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3354","12/12/2018 14:23:06",5,"Write error state tests for object generation ""Fill out error tests with object generation""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3356","12/12/2018 14:25:26",1,"Fill out the rest of the tests for object generation ""The leftover test files are builders, imports, and non-idiomatic. Should be filled out with object to compare with.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3370","01/03/2019 11:17:42",5,"library: refactor field_type and fields vectors into a more efficient data structure ""when iterating over the input document we need to be checking whether an existing field already exist, and if it does update its field type. this requires two iterations over the 'fields' and 'field_type' vectors. this should be rewritten to be a more efficient data structure that would not require the double iteration and overwriting of an existing field_type struct.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3371","01/03/2019 12:02:56",3,"library: add assert_eq!(), test::Bencher and test::black_box() tests ""the library is missing a large chuck of tests. to make sure future development is a bit more consistent, should add more tests \o/""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3373","01/04/2019 12:58:48",8,"bson: add Decimal128 implementation to bson crate ""bson crate - [https://docs.rs/bson/0.13.0/bson/index.html] - does not currently support Decimal128 implementation. To be able to pattern match on all available bson types, we will have to PR in support for Decimal128.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3378","01/07/2019 15:44:28",3,"bson: add wasm support for bson-rs crate ""bson-rs crate is currently not wasm compatible as it makes system calls to get machine_id and process_id to make ObjectId bson type. This doesn't work in the browser and should be done as randomly generated numbers (like the node's bson package)""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3379","01/08/2019 14:58:00",3,"wasm: use regular result type in wasm exported functions ""currently library wraps around the existing methods to export them for wasm as the usual """"Result<T, E>"""" doesn't quite work in wasm. There is an outstanding issue on wasm-bindgen project to improve this experience: https://github.com/rustwasm/wasm-bindgen/issues/1017    this ticket is mostly for monitoring and talking to the rust-wasm team to improve the current implementation""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3403","01/23/2019 15:04:43",3,"wasm: set up compasss to allow for a dynamic import of npm package with wasm ""to be able to consume the produced npm package with wasm, we need to be able to import it async. this requires for compass to handle an async import.    possible things to look at:   * babel plugins   * webpack plugins: wasm-load, and adding `.wasm` in extensions.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3411","01/28/2019 16:22:04",3,"api: should update fields and values in nested documents ""currently only top level keys and values get updated with the parser, so values vectors of things like `_id.oid` don't get updated.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3412","01/28/2019 16:29:42",3,"api: should include probability field for every field ""should count the probability of a given field existing over a sample collection set. previously used calculation:    {color:#24292e}field{color}{color:#24292e}.{color}{color:#24292e}probability{color} {color:#d73a49}={color} {color:#24292e}field{color}{color:#24292e}.{color}{color:#24292e}count{color} {color:#d73a49}/{color} {color:#24292e}parent{color}{color:#24292e}.{color}{color:#24292e}count{color}{color:#24292e};{color}""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3413","01/28/2019 16:33:04",5,"wasm: should be able to pass in a cursor from js side ""instead of reading a file and reading it line by line, should be able to take a cursor and :   # at first convert it to json and send to rust   # and (not sure if this is possible) take a node created cursor and pass it to rust for a rust driver to read off data from the cursor""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3423","01/31/2019 12:32:23",1,"api: count fields should start at 1 ""count currently starts at zero for all the different fields, but should start at 1.    all structs should have a method to update their respective count fields""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3424","01/31/2019 12:34:07",3,"library: implement fuzz testing for public api ""there is a good library to do some fuzz testing in rust: [https://docs.rs/proptest/0.8.7/proptest/]    idea here: make sure lib doesn't crash.         example on how to do it: https://github.com/datrs/sleep-parser/blob/master/fuzz/fuzz_targets/header-from-vec.rs""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3425","01/31/2019 12:35:42",5,"library: implement dealing with array as value types ""should destructure the array and put all the values inside the field_type values vector. Currently no matching or further processing is done for arrray bson type.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3426","01/31/2019 12:37:39",1,"oss: write up docs on working with wasm-pack ""we've been using wasm-pack to bundle a js + wasm package. They are currently in need of some docs to help people get this working in their own environments. This ticket is for putting a few of our use cases together for them.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3427","01/31/2019 13:11:36",5,"api: nested documents in json should stay nested in SchemaParser struct ""current output:              expected output:  ""","  {        """"name"""": """"city"""",        """"path"""": """"address.city"""",        """"count"""": 0,        """"field_type"""": null,        """"probability"""": null,        """"has_duplicates"""": true,        """"types"""": [          {            """"name"""": """"String"""",            """"path"""": """"address.city"""",            """"count"""": 99,            """"bsonType"""": """"String"""",            """"probability"""": null,            """"values"""": [              {                """"Str"""": """"El Paso, Texas""""              },              {                """"Str"""": """"El Paso, Texas""""              },            ]          }        ]  },  {        """"name"""": """"street"""",        """"path"""": """"address.street"""",        """"count"""": 0,        """"field_type"""": null,        """"probability"""": null,        """"has_duplicates"""": false,        """"types"""": [          {            """"name"""": """"String"""",            """"path"""": """"address.street"""",            """"count"""": 99,            """"bsonType"""": """"String"""",            """"probability"""": null,            """"values"""": [              {                """"Str"""": """"133 Aloha Ave""""              },              {                """"Str"""": """"290 East George Rd""""              }            ]          }        ]  }    {      """"name"""": """"address"""",      """"path"""": """"address"""",      """"count"""": 100,      """"types"""": [{        """"name"""": """"Document"""",        """"bsonType"""": """"Document"""",        """"path"""": """"address"""",        """"count"""": 100,        """"fields"""": [           {            """"name"""": """"city"""",            """"path"""": """"address.city"""",            """"count"""": 100,            """"types"""": [{              """"name"""": """"String"""",              """"bsonType"""": """"String"""",              """"path"""": """"address.city"""",              """"count"""": 100,              """"values"""": [""""El Paso, Texas"""", """"El Paso, Texas""""]            }]           }, {             """"name"""": """"street"""",             """"path"""": """"address.street"""",             """"count"""": 100,             """"types"""": [{               """"name"""": """"String"""",               """"bsonType"""": """"String"""",               """"path"""": """"address.street"""",               """"count"""": 100,               """"values"""": [""""133 Aloha Ave"""", """"290 East George Rd""""]             }]           }]        }]  }    ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3429","01/31/2019 13:26:38",2,"api: to_json should strip off the ValueType type ""I _think_ there should be a serde_json tag I can add to remove the current behaviour of value vector:    should really just be:    investigate in serde_json docs""","  """"values"""": [{""""Str"""":""""+17438917865""""},{""""Str"""":""""+17518179206""""},{""""Str"""":""""+14108799192""""}]    """"values"""": [""""+17438917865"""", """"+17518179206"""", """"+14108799192""""}]   ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-3432","02/01/2019 12:35:49",2,"Render Visual Explain Plan for Any Explain Output ""As a user I would like to drag the output of an explain plan into the Compass Explain tab and have the visual representation of it shown.    - User can drag a file that the the output of an explain plan onto the explain tab and see the visual representation of it.  - User can paste via CTRL/CMD+V the same output from the clipboard and see the visual representation of it.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
