"issuekey","created","storypoint","context","codesnippet","t_New.Feature","t_Improvement","t_Bug","t_Task","t_Build.Failure","t_Question","t_Problem.Ticket","t_Incident","t_Sub.task","c_app","c_legacy.ui","c_perf.tools","c_platform","c_ui","c_ops"
"EVG-6918","10/31/2019 21:02:05",1,"No instance ID in create fleet response errors ""We regularly have errors that look like this:      We should handle this case differently. It occurs frequently enough from the API that it seems like it's not actually an error.""","  error spawning host evg-rhel70-small-20191031205607-2272248930922144288: error spawning spot host with Fleet: can't request fleet: invalid create fleet response: no instance ID in create fleet response  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9140","11/01/2019 13:31:37",0,"Connection handler should use context ""This is to prevent reads/writes from hanging, as well as handling service cancellation/signals.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6922","11/01/2019 17:57:44",1,"Can't read gimlet error responder into error response ""When getting an error from a route (specifically noticed for CreateVolume), the body was:    ```    {      """"status"""": 400,      """"error"""": """"volume size limit 100 exceeded""""    }    ```    but trying to read this into a &gimlet.ErrorResponse{} gave the error: `problem creating volume and parsing error message: error attempting to unmarshal into *gimlet.ErrorResponse: unexpected end of JSON input`.     ""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6926","11/04/2019 12:35:48",2,"Add a last_id field to hour / daily historical test and task collections. ""As an evergreen engineer.  I want the current daily / hourly cache historical testr aggregations to add the last processed id,  So that the $merge pipeline can take over from the current implementation .    ----  AC:  * The current pipeline using lookup add a last_id field to test stats containing the last processed test result.   * The current pipeline using lookup add a last_id field to task stats containing the last processed task.     ""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6928","11/04/2019 14:33:38",1,"Use Parser Project ""Reference EVG-6270–we need to flip UseParserProject to true (and make sure this logic is right) to start using the parser project.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6929","11/04/2019 14:34:26",1,"Cleanup ParserProject ""Assuming UseParserProject is true, go through and remove it, and potentially remove writing the config string at all.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6931","11/04/2019 18:52:34",2,"Malformed version configs should not break UI ""If the version config in a project's most recent config is malformed, it will cause errors when finding the last known good config for a project, which breaks all UI pages where the project context is set to that. We should safeguard against this""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6934","11/04/2019 23:02:09",2,"Moving a Repo Breaks Webhooks ""EVG-6540 was supposed to allow us to use existing webhooks, such as when a repo is moved from one owner to another. It doesn't appear to be working.    [https://mongodb.splunkcloud.com/en-US/app/search/search?q=search%20index%3D%22evergreen%22%20%22can%27t%20get%20existing%20webhook%22&display.page.search.mode=verbose&dispatch.sample_ratio=1&earliest=-24h%40h&latest=now&sid=1572908025.4001655]""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6935","11/05/2019 00:03:55",2,"Trying to retrieve recent versions for a nonexistent project produces 500 error ""Getting 500 from the api for the following request:    Evergreen GET rest/v2/projects/mongo-ruby-toolchain/recent_versions failed: 500: request aborted    Info from ops-alerts channel:        The correct project name is """"mongo-ruby-driver-toolchain"""", not """"mongo-ruby-toolchain"""".    When asked to retrieve recent versions for a nonexistent project, api should return a response indicating the project does not exist rather than a 500 error.""","    Journal  evergreen  priority  alert  message  hit panic; adding error  action  aborted  remote  207.251.78.34  length  0  stack  gimlet/middleware_grip.go:177 runtime/asm_amd64.s:510 runtime/panic.go:491 runtime/panic.go:63 runtime/signal_unix.go:367 route/project.go:178 gimlet/framework.go:48 http/server.go:1918 negroni/negroni.go:46 negroni/negroni.go:29 negroni/negroni.go:38 negroni/negroni.go:38 route/middleware.go:402 negroni/negroni.go:38 negroni/negroni.go:38 gimlet/middleware_auth.go:192 negroni/negroni.go:38 negroni/negroni.go:86 mux/mux.go:212 negroni/negroni.go:46 negroni/negroni.go:29 negroni/negroni.go:38 negroni/negroni.go:38 negroni/static.go:41 negroni/negroni.go:38 negroni/negroni.go:38 negroni/static.go:53 negroni/negroni.go:38 negroni/negroni.go:38 gimlet/middleware_auth.go:37 negroni/negroni.go:38 negroni/negroni.go:38 gimlet/middleware_auth_user.go:204 negroni/negroni.go:38 negroni/negroni.go:38 gimlet/middleware_grip.go:192 negroni/negroni.go:38 negroni/negroni.go:86 http/server.go:2619 http/server.go:1801 runtime/asm_amd64.s:2337  request  547813  duration  4.838761ms  path  /api/rest/v2/projects/mongo-ruby-toolchain/recent_versions  panic  runtime error: invalid memory address or nil pointer dereference  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9244","11/05/2019 14:29:21",0,"Fix linting, makefile, and synchronize process error handling ""Several packages are not being linted. There are also multiple makefile issues due to the linting changes that need to be resolved.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6939","11/05/2019 17:34:54",0,"Delete task_event_log collection ""It is empty and unused.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-9085","11/07/2019 16:23:28",0,"Support different wire protocol versions ""Depending on the version sent by the shell, the wire protocol service has to respond to OP_QUERY/OP_MSG requests with OP_REPLY/OP_MSG. For example, on v4.2, the shell sends only OP_MSG. However, on v4.0, it still sends OP_QUERY which is then converted to OP_COMMAND.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-8850","11/07/2019 17:29:00",1,"Standardize cache pruning behavior ""Context cancellation/timeout does not gracefully stop the goroutine running the RPC service.         Each service has slightly different cache behavior. For example, the REST service handles panics while the RPC service does not. The RPC service cache pruning shouid be cancelled by a context.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9123","11/07/2019 18:48:50",1,"Vendor dependencies ""It currently does not vendor any of its dependencies and this causes the test failures in its evergreen tasks.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6943","11/07/2019 18:57:24",2,"Test provisioning on upstart and init in staging ""This is in preparation for deploying to RHEL 6.2 (uses init) and other distros like ubuntu 14.04 (uses upstart).         If this succeeds, new provisioning should be turned on for more distros using init/upstart.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6945","11/07/2019 20:55:31",1,"Fix Attach/Detach Volumes "" Something is going on with volumes! Test more.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-8367","11/07/2019 22:43:28",0,"Header sizes incorrect for large message body size ""When sending large payloads (approx. 1mB), the header size is incorrect. It can send smaller payloads without issue (approx. 1kB).""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-6949","11/08/2019 14:05:40",1,"add rest route for getting projects that match tags ""add both """"give me a list of matching projects"""" and """"give me all project refs that match""""""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9124","11/08/2019 14:56:20",1,"add synchronized ftdc collector ""simple wrapper that adds locks to the collector (will also fix race detector on anser""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-8875","11/08/2019 14:56:56",1,"collector wrapper that handles events.Performance events ""should handle cumulative summing across events.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9169","11/08/2019 15:08:06",2,"Add service account and credentials to LDAP query for isMemberOf ""Add service account and credentials to LDAP query for isMemberOf""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9119","11/08/2019 15:08:30",2,"Instrument LDAP call timing ""Instrument LDAP call timing""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9051","11/08/2019 15:25:16",0,"Fix linux init template ""It is missing end tags.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6951","11/08/2019 16:43:53",1,"document periodic builds ""it would be good to have this in the wiki""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-9033","11/11/2019 15:13:11",1,"Make it possible to wrap RPC server for mongo client ""The mongo client sends some initialization requests such as isMaster and getLogs that must be handled by the server in order to begin transferring information between them. It would be good to have a convenience base server that can handle this automatically. It should also be able to do things like respond based on the shell version sent to it.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6954","11/11/2019 20:30:47",2,"rhel76-test spawn host authorized_keys is incorrect ""One spawn host (i-091488ba317364495) had its public key cut off. The cloud-init logs are unusual in that they don't show the user data script execution.    I can reproduce this on rhel70-small and rhel76-test, but not ubuntu1804-build.    One guess I have is that, given that it seems to be confined to rhel and only occurs occasionally, the awssshkey service is trying to write to the file concurrently with the user data script. Redirects might be atomic [if writes are small enough|https://linux.die.net/man/3/write].""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6957","11/11/2019 22:12:07",1,"Some CLI subcommands do not obey specified configuration file  ""For example, {{evergreen host list}} will use the configuration specified in {{~/.evergreen.yml}} even if you set the config file explicitly (i.e. {{evergreen -c <conf_file> host list --mine}})""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6958","11/11/2019 22:32:22",2,"linux-64-amzn cannot provision hosts ""The linux-64-amzn-test and linux-64-amzn-build distros can't provision the host with user data or new SSH because of an error while curling the agent, stating: """"curl: (35) Cannot communicate securely with peer: no common encryption algorithm(s).""""    This does not occur if you curl the binary through SSH.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6961","11/12/2019 15:09:31",1,"ubuntu1404 missing HOME environment variable ""Other distros (e.g. rhel70, ubuntu1604) were confirmed to have an agent with the HOME environment variable set. This is an issue with upstart not providing some common environment variables like $SHELL, $USER, $HOME, etc. Systemd [already provides HOME as an environment variable|https://www.freedesktop.org/software/systemd/man/systemd.exec.html#Environment%20variables%20in%20spawned%20processes].    These can probably be pulled from {{/etc/passwd}}.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-8634","11/12/2019 16:26:53",1,"Add environment variables on service via CLI ""Some commonly-used environment variables are [set in systemd by default|https://www.freedesktop.org/software/systemd/man/systemd.exec.html#Environment%20variables%20in%20spawned%20processes], but this behavior is not mirrored for older init systems (sysv, upstart). GIven that many programs implicitly rely on the presence of environment variables like HOME, it should be possible to set these values.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-6962","11/12/2019 20:41:27",2,"Reduce host cycling when using evergreen.DispatcherVersionRevisedWithDependencies ""When running with _evergreen.DispatcherVersionRevisedWithDependencies_ It is possible for a single _depends_on_ task to """"block"""" a significant number (or all) the tasks present in the _task_queue_ if they are dependent on this single task.    For example, at one point every task (33 tasks) in the _archlinux-test_ _task_queue_ were """"blocked"""" from being dispatched as they all had a _depends_on_ for the same dispatched/running task:    While waiting for this _depends_on_ task to complete, the _host_allocator_ is cycling hosts for work that cannot be dispatched as the length of the _task_queue_ is a factor in determining how many hosts to provision.    We should try to minimise, and ideally avoid this scenario.""","db.tasks.find({""""depends_on._id"""": """"ops_manager_kubernetes_init_test_run_build_images_ubuntu_patch_cad4b3570aac75693c9e3b549927e2edecfdda93_5dcb02032a60ed3b8526660f_19_11_12_19_03_32""""}).count()  33  ",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6967","11/13/2019 16:43:43",2,"Undispatchable display tasks are stuck in the task_queue when when running with evergreen.DispatcherVersionRevisedWithDependencies ""[~sam.kleinman] - as discussed in person yesterday:    Here is an arbitrary _task\_queue_ which contains 52 tasks over 24 hours old.          Some of the _tasks_ that we inspected, you identified as (undispatchable) display tasks, e.g.:    https://evergreen.mongodb.com/task/mongodb_mongo_v4.2_enterprise_ubuntu1604_64_aggregation_multiversion_fuzzer_5_enterprise_ubuntu1604_64_1006ba7736ec24da479de805c7777e63315711fb_19_11_06_19_34_42    We need to address this particular subset of undispatchable tasks remaining in the queue.    ""","  > db.tasks.find({""""activated_time"""": {$lt: ISODate(""""2019-11-12T00:00:00.000Z"""")}, """"distro"""": """"ubuntu1604-test"""", """"activated"""": true, """"status"""": """"undispatched"""", """"priority"""": {""""$gte"""": 0}, $or: [{""""depends_on.unattainable"""": {""""$ne"""": true}},{""""override_dependencies"""": true}]}).count()  52  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6968","11/13/2019 17:54:42",2,"amazon1-linux distros do not have /usr/local/bin in PATH ""The amazon1-linux distros run on a very old version of upstart (0.6.5, released in 2010). This means that it does not have the setuid stanza (added in v1.4.3). This is not an issue on other distros (e.g. ubuntu12/14), which have a more recent version of upstart.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-8328","11/14/2019 14:51:09",1,"Performance results start/end do not return consistent results ""The 'start' and 'end' values in performance results are not stored in a consistent type. So we should not automatically try to convert them to a type.""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-6971","11/14/2019 15:19:59",2,"Resolve issue where a task is status ""dispatched"" for a number of days, blocking (and enqueuing) its dependent tasks when running with evergreen.DispatcherVersionRevisedWithDependencies ""Another scenario where we end up with orphaned tasks stuck in the _task_queue_ when running with _evergreen.DispatcherVersionRevisedWithDependencies_.             Why is this blocking task stuck in status: """"dispatched"""" for so long?     ""","> new Date()  ISODate(""""2019-11-14T15:26:45.291Z"""")    > db.task_queues.find({""""distro"""": """"archlinux-test""""},{""""distro_queue_info.length"""": 1}).pretty()  {   """"_id"""" : ObjectId(""""567ac11eb6ae5e589d331ede""""),   """"distro_queue_info"""" : {    """"length"""" : 28   }  }    > db.tasks.find({""""depends_on._id"""": """"ops_manager_kubernetes_init_test_run_prepare_cluster_vanilla_1_15_patch_cad4b3570aac75693c9e3b549927e2edecfdda93_5dcb02032a60ed3b8526660f_19_11_12_19_03_32""""}).count()  28    > db.tasks.find({""""_id"""": """"ops_manager_kubernetes_init_test_run_prepare_cluster_vanilla_1_15_patch_cad4b3570aac75693c9e3b549927e2edecfdda93_5dcb02032a60ed3b8526660f_19_11_12_19_03_32""""},{""""activated_time"""": 1, """"dispatch_time"""": 1, """"status"""": 1}).pretty()  {   """"_id"""" : """"ops_manager_kubernetes_init_test_run_prepare_cluster_vanilla_1_15_patch_cad4b3570aac75693c9e3b549927e2edecfdda93_5dcb02032a60ed3b8526660f_19_11_12_19_03_32"""",   """"dispatch_time"""" : ISODate(""""2019-11-12T19:11:36.377Z""""),   """"activated_time"""" : ISODate(""""2019-11-12T19:03:32.359Z""""),   """"status"""" : """"dispatched""""  }    ops_manager_kubernetes_init_test_run_prepare_cluster_vanilla_1_15_patch_cad4b3570aac75693c9e3b549927e2edecfdda93_5dcb02032a60ed3b8526660f_19_11_12_19_03_32  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6972","11/14/2019 17:02:43",1,"Allow Volumes to be spawned using a different region ""GetManager uses the DefaultEC2Region for creating volumes. Should be able to specify this region.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6973","11/14/2019 17:12:12",0,"JasperClient should not generate Jasper credentials ""After the certdepot refactor, [this line|https://github.com/evergreen-ci/evergreen/blob/50df9cd27639e7e3cd0962ab5c22ef3cf96f9dcf/model/host/hostutil.go#L739] deletes the current Jasper credentials for a host that is already assumed to be running Jasper. *This is incorrect because it will delete the host's Jasper credentials and replace them with new ones, causing a data inconsistency between the host's Jasper credentials on disk and the app server's copy of the credentials.*""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6975","11/14/2019 22:28:28",1,"Increase HTTP client timeout for s3 commands ""Maybe to 20 min?""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6976","11/15/2019 12:48:08",0,"Host should be marked running even if evergreen fetch fails to get task data ""Hosts should not have fetching task data be required to be considered 'running'. A spawn host that is supposed to be loaded with task data might fail at {{evergreen fetch}}, but should still be marked as running. This is the current legacy SSH behavior.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6977","11/15/2019 12:58:43",0,"evergreen fetch needs to clone as unprivileged user ""User data runs as root, but we want it to actually run as the user defined in the distro settings. This will prevent issues with cloning repositories, which requires the github SSH keys.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6978","11/15/2019 13:26:19",0,"Fix when spawn host page shows user data command ""For new provisioning, the host should only show the SSH command once its status is running. There was a minor distro bootstrap settings change so the current page will not correctly wait for the host to be running before showing the command.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6980","11/15/2019 14:31:34",2,"Add Browser Load Times to New Relic Evergreen Monitoring ""As an Evergreen Engineer  When a user visits the Evergreen website  Then I'd like to know how long it takes that user to load/render the entire page  ""","",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6982","11/15/2019 15:42:01",1,"Spawn host start time displays invalid time if host hasn't started yet ""Time is weird. I spawned a host and since it hadn't reached starting yet, it displayed uptime as 2020 years and the start time suggested we had gone back to the age of the Roman empire:    !Screen Shot 2019-11-15 at 10.36.39 AM.png!""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6983","11/15/2019 15:49:22",0,"Fix unexpirable host error message ""On the spawn host page, if you exceed the number of unexpirable hosts, it gives an error stating: """"Error extending host expiration: can only have 0 expirable hosts""""    This should probably say 0 _unexpirable_ hosts.""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-8513","11/15/2019 21:02:52",0,"Re-add ExtendRemoteArgs to Jasper ""This was accidentally removed in the SSH library change.""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-6996","11/18/2019 16:00:14",1,"Lobster: upgrade React to v16.8+  ""Use hooks!""","",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EVG-7001","11/18/2019 20:30:24",1,"Add service credentials to admin settings ""The Okta LDAP auth needs to use a special service user's credentials for performing LDAP operations (e.g. ismemberof).""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-7003","11/19/2019 12:40:08",0,"Properly set go environment ""Tests are failing because GOROOT (which determines standard library) and gobin (which determines the go binary) are not explicitly set in the build images anymore.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7004","11/19/2019 16:09:38",0,"Failures: test-model-host on Race Detector [Evergreen @ ad317055] (TestFindByExpiringJasperCredentials, IgnoresNotRunning, TestJasperProcess, RunJasperProcessPasses, StartJasperProcessPasses, RunJasperProcessFailsIfProcessExitsWithError +1 more) ""h2. [test-model-host failed on Race Detector|https://evergreen.mongodb.com/task/evergreen_race_detector_test_model_host_patch_ad3170559f038d2951ab6442dab5add2878d3012_5dd4050957e85a0dc21c4dba_19_11_19_15_06_50/0]  Host: [ec2-3-84-161-130.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/i-07f056d6fa482f77a]  Project: [Evergreen|https://evergreen.mongodb.com/waterfall/evergreen]  Commit: [diff|https://github.com/evergreen-ci/evergreen/commit/ad3170559f038d2951ab6442dab5add2878d3012]: 'evergreen-ci/evergreen' pull request #2890 by Kimchelly: EVG-7003: fix go environment in evergreen config (https://github.com/evergreen-ci/evergreen/pull/2890) | 18 Nov 19 22:41 UTC  Evergreen Subscription: ; Evergreen Event:   *TestFindByExpiringJasperCredentials* - [Logs|https://evergreen.mongodb.com/test_log/5dd40c5c9ccd4e283271bb5a] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_race_detector_test_model_host_patch_ad3170559f038d2951ab6442dab5add2878d3012_5dd4050957e85a0dc21c4dba_19_11_19_15_06_50#TestFindByExpiringJasperCredentials=fail]  *IgnoresNotRunning* - [Logs|https://evergreen.mongodb.com/test_log/5dd40c5c9ccd4e283271bb5a] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_race_detector_test_model_host_patch_ad3170559f038d2951ab6442dab5add2878d3012_5dd4050957e85a0dc21c4dba_19_11_19_15_06_50#IgnoresNotRunning=fail]  *TestJasperProcess* - [Logs|https://evergreen.mongodb.com/test_log/5dd40c5c9ccd4e283271bb5a] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_race_detector_test_model_host_patch_ad3170559f038d2951ab6442dab5add2878d3012_5dd4050957e85a0dc21c4dba_19_11_19_15_06_50#TestJasperProcess=fail]  *RunJasperProcessPasses* - [Logs|https://evergreen.mongodb.com/test_log/5dd40c5c9ccd4e283271bb5a] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_race_detector_test_model_host_patch_ad3170559f038d2951ab6442dab5add2878d3012_5dd4050957e85a0dc21c4dba_19_11_19_15_06_50#RunJasperProcessPasses=fail]  *StartJasperProcessPasses* - [Logs|https://evergreen.mongodb.com/test_log/5dd40c5c9ccd4e283271bb5a] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_race_detector_test_model_host_patch_ad3170559f038d2951ab6442dab5add2878d3012_5dd4050957e85a0dc21c4dba_19_11_19_15_06_50#StartJasperProcessPasses=fail]  *RunJasperProcessFailsIfProcessExitsWithError* - [Logs|https://evergreen.mongodb.com/test_log/5dd40c5c9ccd4e283271bb5a] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_race_detector_test_model_host_patch_ad3170559f038d2951ab6442dab5add2878d3012_5dd4050957e85a0dc21c4dba_19_11_19_15_06_50#RunJasperProcessFailsIfProcessExitsWithError=fail]  *StartJasperProcessFailsIfProcessCreationFails* - [Logs|https://evergreen.mongodb.com/test_log/5dd40c5c9ccd4e283271bb5a] | [History|https://evergreen.mongodb.com/task_history/evergreen/evergreen_race_detector_test_model_host_patch_ad3170559f038d2951ab6442dab5add2878d3012_5dd4050957e85a0dc21c4dba_19_11_19_15_06_50#StartJasperProcessFailsIfProcessCreationFails=fail]    [Task Logs | https://evergreen.mongodb.com/task_log_raw/evergreen_race_detector_test_model_host_patch_ad3170559f038d2951ab6442dab5add2878d3012_5dd4050957e85a0dc21c4dba_19_11_19_15_06_50/0?type=T ]  ""","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-8478","11/19/2019 16:22:59",1,"APM flusher goroutine races when logging message ""Example logs: https://evergreen.mongodb.com/task/evergreen_race_detector_test_scheduler_eb377d1e36be021b4075a5536aa34d5d9dd2b417_19_11_13_20_32_17""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-7008","11/20/2019 14:39:38",2,"Patch builds have ""No patch status available for this page"" ""Some ordinary patch builds have no patch status in Evergreen:    https://evergreen.mongodb.com/version/5dd51e88d1fe0728cc337115  https://evergreen.mongodb.com/version/5dd51ecf1e2d17344ae44bd2    I don't know if it's something about how I create patch builds? I see that another patch build in the mongodb-mongo-master project has a patch status as usual:    https://evergreen.mongodb.com/version/5dd51f3ed6d80a7b15ddfd03""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-9052","11/20/2019 16:00:24",0,"Support OP_MSG ""OP_MSG is not completely implemented in the mongowire package yet.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9091","11/20/2019 16:55:43",1,"Fix go environment for all linted projects ""All projects that use a similar gometalinter copy-paste in the makefile will likely fail to lint due to changes in the golang toolchain and default go version.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-7011","11/20/2019 21:57:12",2,"parent-decommission-job should not decommission parent hosts with task-spawned containers ""or if the containers aren't up yet, move them to another parent""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7013","11/20/2019 23:42:02",2,"Over 20 slack notifications received for a single patch build ""After some time creating a patch build, I suddenly received over 200 email notifications saying my patch has succeeded (though in reality only a small portion of the patch turned green at that time).     The patch build: [https://evergreen.mongodb.com/version/5dd5bb40e3c3315db82f82f3]    Attaching a few notifications as below. Please note they are for the same patch build but having different event IDs.    And I did not customize my evergreen notification settings recently. ""","The patch 5dd5bb40e3c3315db82f82f3 in 'mongodb-mongo-master' has succeeded!Evergreen Patchtest-wtdrop-for-master (with WT branch: develop, githash: 8124d929c48ae8e4c0b1311374ea69b6ae4c48c5)Subscription: 5aff7cbb2fbabe21e5715fa7; Event: 5dd5c7ba1e2d1749ef3b828fThe patch 5dd5bb40e3c3315db82f82f3 in 'mongodb-mongo-master' has succeeded!Evergreen Patchtest-wtdrop-for-master (with WT branch: develop, githash: 8124d929c48ae8e4c0b1311374ea69b6ae4c48c5)Subscription: 5aff7cbb2fbabe21e5715fa7; Event: 5dd5c7ba2a60ed7e9b2e1e3dThe patch 5dd5bb40e3c3315db82f82f3 in 'mongodb-mongo-master' has succeeded!Evergreen Patchtest-wtdrop-for-master (with WT branch: develop, githash: 8124d929c48ae8e4c0b1311374ea69b6ae4c48c5)Subscription: 5aff7cbb2fbabe21e5715fa7; Event: 5dd5c7ba3e8e864e1540b100",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9286","11/21/2019 15:51:47",0,"Add license ""Apache 2.0""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-9205","11/21/2019 18:35:06",1,"Run lint and tests in task group ""Similar to how cedar currently does it.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-7014","11/21/2019 20:55:09",2,"Commit queue was blocked ""The Genny commit queue got stuck because the version completion wasn't logged.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7017","11/22/2019 15:12:28",1,"Remove path parameter from mock environment ""This field has been unused for at least a year.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-7021","11/22/2019 17:39:20",0,"ProjectRef changes through the API aren't logged  ""If a ProjectRef is changed through its project page the before/after will be logged to the event_log, but not if the change is made through the API.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7022","11/22/2019 18:22:42",0,"Host should turn off needs new agent or monitor flag when contacting host ""Some agents could not contact the app server for several minutes when attempting to heartbeat and this caused the app server to attempt to deploy a new agent monitor since the db's max LCT elapsed even though the agent and agent monitor were both alive on the host's side.         This can be fixed by clearing the needs new agent/monitor flag when the agent contacts the app server (all cases in which the agent/agent monitor should be signaled to shut down are handled within the agent REST API anyways).         Example host: [https://evergreen.mongodb.com/host/i-0a30a5a74b5896a02|https://evergreen.mongodb.com/event_log/host/i-0a30a5a74b5896a02]    Running task: [https://evergreen.mongodb.com/task/mms_int_mdb_latest_INT_JAVA_BRS_36_MM_705ed64b2f9a7b130e8139c94ead0a3c9d51d5f5_19_11_22_13_42_09]     ""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-7024","11/22/2019 22:07:32",2,"Poisoned host check should also decommission docker parents ""If it has to decommission too many containers due to tasks turning purple""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-8787","11/25/2019 16:18:45",2,"Explore using golangci lint instead of gometalinter ""If golangci lint is feasible to use, it would be preferable to gometalinter, which has been deprecated and requires some makefile configuration to work properly.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-7032","11/25/2019 21:51:26",1,"Add distro API and UI for shallow clone ""We should be able to turn on shallow clone on a distro by distro basis, since some distros don't support shallow clone.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-7033","11/25/2019 21:56:26",2,"Support shallow clone on configured distros in GitHub patches and mainline commits ""Shallow clone is easier here, since cloning the latest commit is already the right thing to do.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-8340","11/26/2019 13:03:36",0,"Set stdin/stdout/stderr when exec.Command is not resolved ""The SSH binary implementation panics because stdin is set before {{exec.CommandContext}} is called.""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-7042","12/02/2019 20:02:15",2,"Move evg logs to cedar buildlogger ""* Make sure that the logs appear correctly in the UI (talk with John)   * Figure out how to transition away from logkeeper/evergreen""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
