"issuekey","created","storypoint","context","codesnippet","t_Improvement","t_Bug","t_New.Feature","t_Story","c_Core","c_Titanium","c_Security","c_Verification","c_Registry","c_CLI","c_Installer","c_Node.Utilities","c_Documentation","c_Markdown"
"CLI-1075","08/10/2016 06:03:12",5,"Unable to configure which IP should the LiveView use h4. Problem Description  When your windows machine has several network adapters (either physical or virtual) you can't configure the LiveView to use certain IP.     In this case, I have two IPs, one internal for Virtual Box and other external connecting with the Wifi Access Point. For testing liveview with genymotion, I would like to use the internal, when using a device, it should be using the external network adapter (wifi).     Any suggestion on how to modify the liveview IP is more than welcomed. ","",0,0,1,0,1,0,0,0,0,0,0,0,0,0
"CLI-1077","08/12/2016 15:38:32",3,"CLI outputting non-JSON warning to Studio While doing some Studio work, I saw that the CLI is spitting out warning text in it;s output, when it's being invoked by Studio (presumably with some command asking for JSON output). Since the warning test is not JSON, Studio's parsing breaks:    ","  You are attempting to run appc 5.4.0 which was compiled for node v5.12.0 but you are now running node v5.10.0  Rebuilding package modules ...  Package modules rebuilt!    {   ""activeSDK"": ""6.0.0.v20160811221444"",   ""defaultInstallLocation"": ""/Users/cwilliams/Library/Application Support/Titanium"",   ""installLocations"": [    ""/Users/cwilliams/Library/Application Support/Titanium"",    ""/Library/Application Support/Titanium""   ],   ""installed"": {  // rest of JSON snipped ...  ",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"CLI-1085","08/16/2016 00:13:18",3,"limit the size of a symbol file uploaded to crashserver to 250Mb in CRASH-65 we limit the size of a symbol file that can be uploaded to the crashserver to 250Mb. this is based on discussions that incorporate competing products and the likely size of a symbol file in the near future weighed against the requirements to support large files.    Ideally, the Studio and CLI components should also prevent anything larger than 250Mb from even being posted to the server. This can allow the user to know about the limitation as well.    ","",0,0,0,1,0,1,0,0,0,0,0,0,0,0
"CLI-1079","08/18/2016 00:22:09",1,"Modules and plugins are not overwritten if the files already exist Hyperloop plugin is picked to illustrate the issue, but this should be reproducible with any modules, plugins or components.    *Steps to reproduce*  1. Make sure Hyperloop plugin is installed  2. Modify {{../plugins/hyperloop/package.json}} to a different version, i.e 1.1.1  3. Do {{appc config set lastUpdateCheckTiDownloads null}} or remove Hyperloop module folder to trigger an update  4. Do {{appc new}}     *Actual Results*  Once the project is created, verify that {{../plugins/hyperloop/package.json}} is not updated.    *Expected Results*  The Hyperloop plugin should be updated .","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1080","08/22/2016 12:39:29",3,"'SyntaxError: Unexpected end of input' on appc use --prerelease h5.Description    When I ran {{appc use --prerelease}} I got the following error, I can't reproduce this, error comes from [this line|https://github.com/appcelerator/appc-install/blob/master/lib/util.js#L605],     *Notes*  After this I checked whether http://software-preprod.cloud.appctest.com/ was up, it was but I was met with [this|https://github.com/appcelerator/appc-registry-server/blob/master/web/views/index.hbs#L55], both issues appear related to me, maybe to do with caching registry side? I ran this command around 12:30 BST 22/08/2016 incase that is useful for any logging        h5.Steps to reproduce  *This steps probably won't reproduce the error, but are what I did*    # run {{appc use --prerelease}}    h5.Actual result    You will get the error above    h5.Expected result    You should not get an error","  C:\Users\Ewan>appc use --prerelease  -undefined:1        SyntaxError: Unexpected end of input      at Object.parse (native)      at IncomingMessage.<anonymous> (C:\Users\Ewan\AppData\Roaming\npm\node_modules\appcelerator\lib\util.js:605:25)      at emitNone (events.js:72:20)      at IncomingMessage.emit (events.js:166:7)      at endReadableNT (_stream_readable.js:921:12)      at nextTickCallbackWith2Args (node.js:442:9)      at process._tickCallback (node.js:356:17)  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1081","08/22/2016 19:14:45",1,"Modules update failed with Error: Invalid URI  *Steps to reproduce*  1. {{appc config set lastUpdateCheckTiDownloads null}}  2. {{appc new}} or {{appc run}}    *Expected result*   There should be no {{Error: Invalid URI}} error.    *Actual result*  The process terminates with {{Error: Invalid URI}} error.","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1088","09/01/2016 13:57:22",3,"CLI should not re-prompt a user once their account has been locked out h5.Description    APPTS-8562 introduced the ability for accounts to be locked out after a certain amount of failed login attempts, the CLI does not handle this appropriately and outputs an access privileges error while also re-prompting the user.    The CLI should inform the user what has happened and provide any other details deemed necessary      h5.Steps to reproduce    # Run {{appc login}} and enter an incorrect password  # GOTO 1    h5.Actual result    After 6 attempts the error message changes to {{You do not have access privileges to view this content.}} the CLI will keep prompting the user to login    h5.Expected result    If a user is locked out of their  account, the CLI should not re-prompt and inform the user of the lockout, while displaying any information that is deemed helpful e.g Directing them to check their emails to disable the lockout","  ? Appcelerator ID: eharris@appcelerator.com  ? Password: ************  Invalid Appcelerator ID and password combination.    Appcelerator Login required to continue ...    ? Appcelerator ID: eharris@appcelerator.com  ? Password: ******************  You do not have access privileges to view this content.  ",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1089","09/01/2016 14:16:58",3,"Allow more than one attempt at entering an auth code h5.Description    Currently the CLI only allows a user 1 attempt at entering an auth code. This should be changed to allow the user unlimited attempts until the auth code expires, like the online login, or exit after a certain number of retries while outputting some information to the user.    h5.Steps to reproduce    # {{appc logout -D}}  # {{appc login}}  # Enter an incorrect auth code    h5.Actual result    The CLI will exit on one incorrect auth code    h5.Expected result    CLI should allow some retries on auth code","",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1090","09/01/2016 17:04:12",1,"update-notifier still getting installed h5.Description    API-1310 removed update-notifier, however when installing appcelerator npm package it still gets installed, this is because the npm shrinkwrap file still references the package [here|https://github.com/appcelerator/appc-install/blob/f5025900a1f056bc9c404f16d9d51a573dc447a1/npm-shrinkwrap.json#L579].     h5.Steps to reproduce    # Install appc npm using {{npm i -g appcelerator@4.2.8-6}}    h5.Actual results    update-notifier is installed    h5.Expected results    update-notifier should not be installed as it's not used","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1094","09/06/2016 05:21:13",5,"Build got stuck at validating the session *Details:*    While I'm building a project with iOS simulator - build got stuck at {{check if session is invalidated}} state for more than {color:red}4mins{color}.    You can observe the time from the below trace log.          *Expected:*    It should timeout after 10sec or so.","  Appcelerator Command-Line Interface, version 5.4.0  Copyright (c) 2014-2016, Appcelerator, Inc.  All Rights Reserved.  2016-09-06T04:10:10.368Z | TRACE  | set environment to {""registry"":""https://software.appcelerator.com"",""security"":""https://security.appcelerator.com"",""baseurl"":""https://platform.appcelerator.com""}  2016-09-06T04:10:10.369Z | TRACE  | checking credentials for existing session  2016-09-06T04:10:10.498Z | TRACE  | Attempting to load session info from config file  2016-09-06T04:10:10.503Z | TRACE  | check if session is invalidated  2016-09-06T04:16:15.705Z | TRACE  | registry result undefined undefined true undefined false undefined  2016-09-06T04:16:15.705Z | TRACE  | registry returned undefined  2016-09-06T04:16:15.706Z | TRACE  | session expiry 1473739783566 false  2016-09-06T04:16:15.706Z | TRACE  | Arrow Cloud config file: /Users/kkolipaka/.acs  2016-09-06T04:16:15.717Z | TRACE  | found Arrow Cloud login { mid: '87d2b0b9eb3b3518fa6c2a16184cf800d60f6bb2',  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1097","09/08/2016 00:25:26",1,"Include Hyperloop ""version"" to plugin tag in the tiapp.xml At the moment, when enabling Hyperloop, no version property is assigned to the plugin tag. Under {{tiapp.xml}} you see:       Since we started versioning Hyperloop plugin, we should specify the plugin version in tiapp.xml.    ","    <plugins>      <plugin>hyperloop</plugin>    </plugins>  ",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1099","09/08/2016 19:24:51",1,"appc login error when specify arrowcloud url without protocol *Step to Reproduce*  Do {{appc login --cloud admin.cloudapp-enterprise.appcelerator.com}}    *Expected Result*  Login should succeed.    *Actual Result*  Login failed with error:  {{ERROR  | Invalid URI ""admin.cloudapp-enterprise.appcelerator.com/login""}}","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1100","09/08/2016 21:45:52",5,"appc new to use SDK compatible version of soasta plugin At the moment, {{appc new}} and enable test service will always use the latest installed soasta plugin regardless of SDK version.    In APPTS-8874,  there'll be different versions of the plugin for ti sdk 6.0.0/newer, and ti sdk 5.5.X. {{appc new}} will need to be updated to use the compatible plugin version.","",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1107","09/15/2016 22:57:56",1,"deprecated minimatch. Please update to minimatch 3.0.2 or higher to avoid a RegExp DoS issue We should update all the places this appears    appcelerator@5.5.0 /Users/ingo/.appcelerator/install/5.5.0/package  ├─┬ acs@1.2.1  │ ├─┬ npm@2.14.22  │ │ ├─┬ node-gyp@3.3.0  │ │ │ ├─┬ glob@4.5.3  │ │ │ │ └─┬ minimatch@2.0.10  │ │ │ ├─┬ minimatch@1.0.0  ├─┬ arrow@1.8.6  │ ├─┬ babel@5.8.38  │ │ ├─┬ babel-core@5.8.38  │ │ │ ├─┬ minimatch@2.0.10  │ ├─┬ forever-monitor@1.7.0  │ │ ├─┬ minimatch@2.0.10  ├─┬ recursive-readdir@1.3.0  │ └─┬ minimatch@0.3.0  ├─┬ tar.gz@1.0.2  │ ├─┬ mocha@2.5.3  │ │ ├─┬ glob@3.2.11  │ │ │ └─┬ minimatch@0.3.0","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1114","09/19/2016 20:16:59",1,"appc switch org: errors when I only have one org When I run {{appc switch org}} while I only have one org it errors:        Instead, it should simply say there are no other orgs to switch to.","  Fokkes-MacBook-Pro:ticons-server fokkezb$ appc switch org  Appcelerator Command-Line Interface, version 5.5.0  Copyright (c) 2014-2016, Appcelerator, Inc.  All Rights Reserved.    No orgs were found!  2016-09-19T19:16:35.169Z | ERROR  | true  ",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CLI-1115","09/21/2016 15:55:37",2,"Set Node 4.x as minimum supported version h5.Description    In 6.0.0/4.8.0 it's planned to move to 4.X as the minimum supported version. This is implemented in the [SDK/Titanium|TIMOB-23448] and in [TISTUD|TISTUD-8509] but there is no implementation for this in the CLI. It seems to me like we should want to restrict the version in the CLI also and maybe introduce something similar to Titanium i.e warnings for node versions higher than a certain version etc    h5.Steps to reproduce    # Set node 0.12.7 as your selected node version using your favourite node version manager or the official installer  # Download a 6.0.0 CLI, {{appc use 6.0.0-47}}  # Use the CLI for non titanium tasks (as Titanium has this already implemented)    h5.Actual result    The appc cli is perfectly happy with you using 0.12.7    h5.Expected result    As we are moving to a minimum of 4.X for every other product. So should the CLI","",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1117","09/23/2016 14:12:31",1,"checkSession endpoint is hit twice when building h5.Description    When building an application (and other commands that require a user to be logged in) the CLI appears to be hitting the checkSession endpoint twice, once before executing the command and then once again in the command that has been executed.             h5.Steps to reproduce    # Run {{appc -p ios -l trace}} in a titanium project    h5.Actual result    checkSession endpoint is hit twice    h5.Expected result    checkSession endpoint only needto be hit once","  2016-09-23T13:10:49.712Z | TRACE  | check if session is invalidated  2016-09-23T13:10:52.269Z | TRACE  | registry result 200 application/json undefined undefined false undefined  2016-09-23T13:10:52.279Z | TRACE  | registry returned { expiry: 1475241053030 }  2016-09-23T13:10:52.279Z | TRACE  | refresh session expiry to:  1475241053030  2016-09-23T13:10:52.281Z | TRACE  | session expiry 1475241053030 false  2016-09-23T13:10:52.281Z | TRACE  | Arrow Cloud config file: /Users/eharris/.acs  2016-09-23T13:10:52.283Z | TRACE  | found Arrow Cloud login { mid: '0c3c5f85cf1a73d7f072e4e38d40219695855086',    publishPort: 443,    publishHost: 'https://admin.cloudapp-enterprise-preprod.appctest.com',    username: 'eharris@appcelerator.com',    cookie: [ 'connect.sid=s%3A4O8AjS2WTpr0w045gTzgp2Bj.8krzD4V6QTo%2FqpiQiGKp6ebSlrXwpf10eWOC%2B0gYtq8; Path=/; Expires=Fri, 07 Oct 2016 11:22:36 GMT; HttpOnly' ],    defaultEP:     { publishHost: 'https://admin.cloudapp-enterprise-preprod.appctest.com',       publishPort: 443 } } , checking nodeACSEndpoint= https://admin.cloudapp-enterprise-preprod.appctest.com  2016-09-23T13:10:52.284Z | TRACE  | Arrow Cloud cookie expiry [ 1475839356000 ]  2016-09-23T13:10:52.284Z | TRACE  | session already loaded in opts.session  2016-09-23T13:10:52.285Z | TRACE  | getCredentials() session:  {    ""ipaddress"": ""10.142.9.89"",    ""username"": ""eharris@appcelerator.com"",    ""password"": ""<OMITTED>"",    ""session"": ""<OMITTED>"",    ""nonce"": ""<OMITTED>"",    ""environment"": {      ""name"": ""production"",      ""isProduction"": true,      ""acsBaseUrl"": ""https://preprod-api.cloud.appctest.com"",      ""acsAuthBaseUrl"": ""https://dolphin-secure-identity.cloud.appcelerator.com"",      ""nodeACSEndpoint"": ""https://admin.cloudapp-enterprise-preprod.appctest.com""    },    ""token"": ""<OMITTED>"",    ""fingerprint"": ""0c3c5f85cf1a73d7f072e4e38d40219695855086"",    ""fingerprint_description"": ""Mac OSX Serial Number: C02S40W9G8WP"",    ""org_id"": 100001710,    ""expiry"": 1475241053030  }  2016-09-23T13:10:52.285Z | TRACE  | loading plugins for command ""run""  2016-09-23T13:10:52.317Z | TRACE  | run search paths:  [    ""/Users/eharris/.appcelerator/install/5.5.0/package"",    ""/Users/eharris/.appcelerator/install/5.5.0/package/node_modules"",    ""/Users/eharris/Documents/Appcelerator_Studio_Workspace/ppTAlloy/plugins"",    ""/Users/eharris/Documents/Appcelerator_Studio_Workspace/ppTAlloy/node_modules"",    ""/Users/eharris/Documents/Appcelerator_Studio_Workspace/node_modules"",    ""/Users/eharris/Documents/node_modules"",    ""/Users/eharris/node_modules"",    ""/Users/node_modules"",    ""/node_modules"",    ""/Users/eharris/.appcelerator/.npm/lib/node_modules""  ]  2016-09-23T13:10:52.318Z | DEBUG  | [PLUGIN-LOAD] 0ms /Users/eharris/.appcelerator/install/5.5.0/package/appc.js  2016-09-23T13:10:52.528Z | DEBUG  | [PLUGIN-LOAD] 209ms /Users/eharris/.appcelerator/install/5.5.0/package/node_modules/appc-cli-titanium/appc.js  2016-09-23T13:10:52.528Z | DEBUG  | run plugin: /Users/eharris/.appcelerator/install/5.5.0/package/node_modules/appc-cli-titanium  2016-09-23T13:10:52.530Z | DEBUG  | [PLUGIN-LOAD] 0ms /Users/eharris/.appcelerator/install/5.5.0/package/node_modules/arrow/appc.js  2016-09-23T13:10:52.532Z | DEBUG  | run plugin: /Users/eharris/.appcelerator/install/5.5.0/package/node_modules/arrow  2016-09-23T13:10:52.535Z | TRACE  | plugin ""arrow"" failed its ""when"" function check, skipping...  2016-09-23T13:10:52.536Z | TRACE  | loading plugin ""titanium"" for command ""run"" CLI options via function  2016-09-23T13:10:52.537Z | TRACE  | loading plugin ""titanium"" for command ""run"" CLI options via array  2016-09-23T13:10:52.539Z | TRACE  | executing command ""run"" with the following plugins:  [""titanium""]  2016-09-23T13:10:52.540Z | TRACE  | Attempting to load session info from config file  2016-09-23T13:10:52.541Z | TRACE  | check if session is invalidated  2016-09-23T13:10:55.161Z | TRACE  | registry result 200 application/json undefined undefined false undefined  2016-09-23T13:10:55.161Z | TRACE  | registry returned { expiry: 1475241055924 }  2016-09-23T13:10:55.161Z | TRACE  | refresh session expiry to:  1475241055924  2016-09-23T13:10:55.163Z | TRACE  | session expiry 1475241055924 false  2016-09-23T13:10:55.164Z | TRACE  | session already loaded in opts.session  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1122","10/05/2016 16:40:42",5,"Hyperloop is downloaded everytime lastUpdateCheckTiDownloads expires on Windows h5.Description    When building a project on Windows, during the build if lastUpdateCheckTiDownloads has expired it performs a check for any modules that need to be downloaded, on Windows as we now do not extract the iphone for hyperloop the CLI will download and extract hyperloop every day, When combined with CLI-1106 (the download and extraction process taking anywhere from ~3-10 minutes) this a real nuisance    h5.Steps to reproduce     # appc config set lastUpdateCheckTiDownloads null  # Build a project  # appc config set lastUpdateCheckTiDownloads null  # Build a project    h5.Actual result    The CLI will download it hyperloop every time    h5.Expected result    The CLI should only check for an iphone folder on OSX","",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"CLI-1123","10/11/2016 23:07:07",3,"Incorrect APM module version is set in tiapp.xml module tag **Reproduce Steps**  1. {{appc new -t titanium}}  2. check {{tiapp.xml}} {{modules}} tag for {{com.appcelerator.apm}}    **Expected Result**  the module version should be in the format of a.b.c.     **Actual Result**  the module version is set to a long string of digits. ","",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CLI-1125","10/13/2016 00:33:41",3,"Remove version attribute from tiapp.xml when creating new app In 6.0 prerelease, when a new project is created, we added the modules version in tiapp.xml to prevent incompatible modules being used when building a project.  i.e       With TIMOB-23912 fixed, we should not set version, so project build will pickup the latest compatible module version.  So the modules tag should be like this:       Unless developers want to use a specific version, they can do so by knowingly update the project's tiapp.xml.  ","  <module platform=""android"" version=""a.b.c"">mod</module>  <module platform=""iphone"" version=""a.b.c"">mod</module>    <module platform=""android"">mod</module>  <module platform=""iphone"">mod</module>  ",1,0,0,0,0,1,0,0,0,0,0,0,0,0
"CLI-1126","10/17/2016 12:38:54",3,"ACA and APM being downloaded everytime when lastUpdateCheckTiDownloads has expired h5.Description    When building an application in an enterprise org, when lastUpdateCheckTiDownloads has expired I am always seeing ACA and APM modules downloaded.    After placing some console logs I believe the reason that these modules are always downloaded is because the CLI is checking for the iOS modules in {{/Users/eharris/Library/Application Support/Titanium/modules/iOS/com.appcelerator.apm}} and {{/Users/eharris/Library/Application Support/Titanium/modules/iOS/com.appcelerator.aca}}, because these folders aren't fuond the CLI returns null for the iOS module version on the system and decide to download a new one, *related code is [found here|https://github.com/appcelerator/appc-cli-titanium/blob/master/plugins/util.js#L471]*    It may be that the payload data from 360 is incorrect as that is where the platforms are sourced from I believe    *This happens on both run and new*      h5.Steps to reproduce    # Login to an enterprise org in preprod  # {{appc config set lastUpdateCheckTiDownloads null}}  # {{appc run -p ios -l trace --build-only}}    h5.Actual result    ACA and APM are downloaded every time, CLI is checking incorrect location for iOS module    h5.Expected result    ACA and APM should not be downloaded every time, CLI should check for correct locations","",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"CLI-1131","10/17/2016 20:08:02",2,"appc use does not show 6.0 version when selected *Description:*  In prod environment, when entering ""appc use"" or ""appc use --prerelease"", the resulting list does not show release 6.0.0-61, although that release was selected to be used.    *Steps to reproduce:*  1. Type in Mac terminal ""appc use 6.0.0-61""  2. Type ""appc use""  3. Type ""appc use --prerelease""    *Result:*  The following output shows the results. These results always occur (not intermittent).  amukherjee:Titanium amukherjee$ appc use 6.0.0-61  6.0.0-61 is now your active version  amukherjee:Titanium amukherjee$ appc use  The following versions are available:    5.5.1      Installed (Latest)                        5.5.0      Installed                                 5.4.0      Not Installed                             5.3.1      Not Installed                             5.3.0      Not Installed                             5.2.2      Not Installed                             5.2.1      Not Installed                             5.2.0      Not Installed                             5.1.0      Not Installed                             5.0.4      Not Installed                             5.0.3      Not Installed                             5.0.2      Not Installed                             5.0.1      Not Installed                             5.0.0      Not Installed                             4.1.3      Not Installed                             4.1.2      Not Installed                             4.1.1      Not Installed                             4.1.0      Not Installed                             4.0.2      Not Installed                             4.0.1      Not Installed                             4.0.0      Not Installed                               amukherjee:Titanium amukherjee$ appc new  Appcelerator Command-Line Interface, version 6.0.0-61  Copyright (c) 2014-2016, Appcelerator, Inc.  All Rights Reserved.    *Expected Result:*  6.0.0-61 should have been on the list from ""appc use"", or ""appc use --prerelease"", but it is not in either case.  Note from the results, when ""appc new"" is typed, the correct version is used, it is just not appearing in the list of versions available/installed.","",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CLI-1128","10/18/2016 19:06:18",2,"Update cli to include acs cli 1.2.2  We have just released arrowcloud 1.5.3 and new acs cli 1.2.2. Please update cli to include latest acs cli. ","",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1130","10/28/2016 14:21:06",3,"Use node.js os.homedir to get homedir Currently we use a custom way of getting a users home dir, which isn't perfect and can break CLI-949. When I made the fix for that ticket I couldn't replace it with os.homedir as it was introduced in node v4 and we still supported 0.12. Well, now we no longer support 0.12 so lets use it :)    Refs:  https://nodejs.org/dist/latest-v4.x/docs/api/os.html#os_os_homedir  https://github.com/nodejs/node/pull/1791","",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1133","11/15/2016 01:07:31",2,"Update dependencies of appc-inquirer Building PRs on Travis for appc-cli currently fails due to a bug in the outdated {{inquirer}} module which is part of {{appc-inquirer}}, which in turn is a dependency of {{appc-cli}}. This just occurred recently and only affects Travis builds.    Testing with a fork of appc-inquirer with updated dependencies fixed the appc-cli build on Travis. ","",0,0,0,1,0,0,0,0,0,1,0,0,0,0
"CLI-1134","11/15/2016 10:07:00",5,"When unpublish an arrow app the version in package.json is not considered Steps to reproduce:  1. Publish arrow app with version 1.0.0 specified in package.json        2. Change the version in package.json from ""1.0.0"" to ""0.0.3"". Type      in the root folder of the app. Your app will be unpublish.    Desired behavior: It should display some message that the local version of the app is different from that in the cloud, i.e. 'Missing app with version v.0.0.3' or kind of.  ","  {    ...    ""version"": ""1.0.0"",    ...  }    > appc unpublish  ",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CLI-1140","11/29/2016 14:19:59",2,"Arrow app crashes with Uncaught Exception Cannot find module './ReactHostOperationHistoryHook' h5.Description    When attempting to run an arrow app the app will crash with the below, while at first glance this may appear to be an issue with arrow, the root cause lies in the {{appc publish}} command as checking jenkins shows that this file is being excluded as it matches one of these[regexes|https://github.com/appcelerator/appc-cli/blob/96ca28c6b63482d9a956beaf8c321f4bd910fa56/lib/publish.js#L113-L116], changing them to use the {{^}} character will fix the issue to include {{./ReactHostOperationHistoryHook}} but will then fail to include two files called {{History.js}} from react-router (these do not cause a crash to my knowledge, but they should be included) and also the {{logs}} folder from arrow-admin-api (this does cause a crash), this folder is required        h5.Steps to reproduce    # Download 6.1.0-300 {{appc use 6.1.0-300}}  # Create an arrow app {{appc new -t arrow -n myarrowapp && cd myarrowapp}}   # Run the app {{appc run}}    h5.Actual result    Crash with the above error    h5.Expected result    App should not crash","  Uncaught Exception Cannot find module './ReactHostOperationHistoryHook'  Error: Cannot find module './ReactHostOperationHistoryHook'      at Function.Module._resolveFilename (module.js:469:15)      at Function.Module._load (module.js:417:25)      at Module.require (module.js:497:17)      at require (internal/module.js:20:19)      at Object.<anonymous> (/Users/eharris/.appcelerator/install/6.1.0-300/package/node_modules/arrow/node_modules/react/lib/ReactDebugTool.js:15:37)      at Module._compile (module.js:570:32)      at Object.Module._extensions..js (module.js:579:10)      at Module.load (module.js:487:32)      at tryModuleLoad (module.js:446:12)      at Function.Module._load (module.js:438:3)  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1142","12/08/2016 01:38:48",2,"""Fatal error: The config file ""node_modules/grunt-appc-js/.jscsrc"" was not found"" if grunt-appc-js is called within another grunt plugin *Details:* {{Fatal error: The config file ""node_modules/grunt-appc-js/.jscsrc"" was not found}} error is returned if grunt-appc-js is called within another grunt plugin; see attachment.    *Steps to reproduce:*  # Clone or pull https://github.com/appcelerator/appc-registry-server from master branch  # Run {{npm install}}  # In Gruntfile.js, comment out these lines: https://github.com/appcelerator/appc-registry-server/blob/master/Gruntfile.js#L68-L70  # Run {{grunt appc_js}}    *Actual:* Fatal error is returned; see attachment.  *Expected:* Fatal error should not be returned and {{jscs:src}} task should be executed without any issues.","",0,1,0,0,0,0,0,0,0,0,0,1,0,0
"CLI-1143","12/08/2016 13:54:31",2,"appc-inquirer skips predefined answers In CLI-1133 the inquirer dependency of appc-inquirer was updated because of issues in Travis builds. There was a slight behavior change in inquirer which removes unasked question from the answers object. To remain backwards compatible we need to get the unaltered answers object with any default answers provided through options arguments in the CLI.","",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CLI-1163","02/09/2017 22:55:54",0,"Integrate with latest acs cli 1.2.3 we just published acs npm 1.2.3 please update appc cli to include it ","",0,0,0,1,0,0,0,0,0,1,0,0,0,0
"CLI-1166","03/08/2017 22:22:14",1,"Correct NSP errors in appc-cli-titanium nsp check flags minimatch@0.3.0.  update dev to fix the issue: tar.gz@1.0.2 > mocha@2.5.3 > glob@3.2.11 > minimatch@0.3.0 ","",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CLI-1169","03/15/2017 23:18:17",1,"TypeError: Data must be a string or a buffer thrown when running commands if sid is undefined in config h5.Description    *To fix this delete your appc-cli.json and login again, using preproduction not preprod*    When running commands I am seeing the following error get thrown {{TypeError: Data must be a string or a buffer thrown when running commands}}, full stacktrace below. The error is coming from [this line|https://github.com/appcelerator/appc-cli/blob/e9b5892216ec43b98ae592473aaba032fdcd41c4/lib/commands/config.js#L158]    The CLI is calling config.get('sid') which has somehow gone walkabouts from my config so it is undefined, I believe this is during the {{appc config set defaultEnvironment}} step below.        h5.Steps to reproduce    # Switch to production {{appc logout && appc config set defaultEnvironment production && appc login}}  # Switch back to preproduction  {{appc logout && appc config set defaultEnvironment preproduction && appc login}}  # {{appc config set defaultEnvironment preprod}}  # appc whoami/appc login    h5.Actual result    Above error is thrown    h5.Expected result    Error not thrown","  2017-03-15T23:05:46.895Z | ERROR  | An uncaught exception was thrown!  Data must be a string or a buffer  2017-03-15T23:05:46.895Z | ERROR  | Data must be a string or a buffer  2017-03-15T23:05:46.897Z | TRACE  | TypeError: Data must be a string or a buffer      at TypeError (native)      at Hash.update (crypto.js:74:16)      at config (/Users/eharris/.appcelerator/install/6.1.0/package/lib/commands/config.js:158:13)      at getSessionEntitlements (/Users/eharris/.appcelerator/install/6.1.0/package/lib/constants.js:221:51)      at Object.setEnvironment (/Users/eharris/.appcelerator/install/6.1.0/package/lib/constants.js:326:42)      at executeCommand (/Users/eharris/.appcelerator/install/6.1.0/package/lib/core.js:406:23)      at Object.checkLogin (/Users/eharris/.appcelerator/install/6.1.0/package/lib/core.js:385:9)      at Command.<anonymous> (/Users/eharris/.appcelerator/install/6.1.0/package/bin/commands/login.js:26:14)      at Command.<anonymous> (/Users/eharris/.appcelerator/install/6.1.0/package/lib/commander.js:102:13)      at Command.listener (/Users/eharris/.appcelerator/install/6.1.0/package/node_modules/commander/index.js:301:8)  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-1171","03/21/2017 18:09:19",1,"cannot find module session When trying to perform an *appc install* i got the following message:            ","  2017-03-21T17:37:51.789Z | DEBUG  | [PLUGIN-LOAD] 0ms /Users/jcruz/.appcelerator/install/6.2.0-master.25/package/appc.js    2017-03-21T17:37:51.792Z | WARN   | Failed to load package plugin from /Users/jcruz/.appcelerator/install/6.2.0-master.25/package      Error: Cannot find module './session'        at Function.Module._resolveFilename (module.js:440:15)        at Function.Module._load (module.js:388:25)        at Module.require (module.js:468:17)        at require (internal/module.js:20:19)        at Object.<anonymous> (/Users/jcruz/.appcelerator/install/6.2.0-master.25/package/lib/plugins/install.js:24:12)        at Module._compile (module.js:541:32)        at Object.Module._extensions..js (module.js:550:10)        at Module.load (module.js:458:32)        at tryModuleLoad (module.js:417:12)        at Function.Module._load (module.js:409:3)  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
