"issuekey","created","storypoint","context","codesnippet","t_Bug","t_New.Feature","t_Story","t_Epic","t_Improvement","t_Technical.task","t_Sub.task","c_APIDoc","c_Guides","c_Tooling","c_Cloud","c_360","c_Stratus"
"TIDOC-3150","03/22/2018 20:32:31",1,"Fix/Replace links to /cloud in the wiki docs # https://wiki.appcelerator.org/display/guides2/push+notifications  ** http (api): http://docs.appcelerator.com/cloud/latest/#!/api/PushNotifications  ** http (api): http://docs.appcelerator.com/cloud/latest/#!/api/PushNotifications-method-notify  ** http (api): http://docs.appcelerator.com/cloud/latest/#!/api/PushNotifications-method-notify_tokens    http://docs.appcelerator.com/cloud/latest/#!/api/PushNotifications needs to point to https://docs.appcelerator.com/arrowdb/latest/#!/api/PushNotifications","",1,0,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3151","03/22/2018 20:51:45",1,"Confirm CSH links are valid in API Builder docs # https://axway.zoominsoftware.io/bundle/API_Builder_allOS_en/page/api_builder_connectors.html  ** /csh?context=49152904  # https://axway.zoominsoftware.io/bundle/API_Builder_allOS_en/page/api_builder_faq.html  ** /csh?context=30083282  # https://axway.zoominsoftware.io/bundle/API_Builder_allOS_en/page/api_builder_project.html  ** /csh?context=43304385  # https://axway.zoominsoftware.io/bundle/API_Builder_allOS_en/page/api_builder_tools_3_0_0_release_note.html  ** /csh?context=52299236  # https://axway.zoominsoftware.io/bundle/API_Builder_allOS_en/page/api_builder.html  ** /csh?context=49152904  # https://axway.zoominsoftware.io/bundle/API_Builder_allOS_en/page/axway_flow_sdk.html  ** /csh?context=43298965  # https://axway.zoominsoftware.io/bundle/API_Builder_allOS_en/page/models.html  ** /csh?context=49152904","",1,0,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3152","03/22/2018 21:37:45",1,"Confirm CSH links are valid in Dashboard docs # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/appcelerator_dashboard_faq.html  ** /csh?context=49153774  ** /csh?context=49153261&topicname=console_configuration.html#ConsoleConfiguration-Introduction  ** /csh?context=49153261&topicname=console_configuration.html#ConsoleConfiguration-Introduction  ** /csh?context=50168366&topicname=appcelerator_dashboard_getting_started.html#AppceleratorDashboardGettingStarted-AuthorizingaBrowserorDevice  ** /csh?context=50168366&topicname=appcelerator_dashboard_getting_started.html#AppceleratorDashboardGettingStarted-KeyMetrics  ** /csh?context=50168366&topicname=appcelerator_dashboard_getting_started.html#AppceleratorDashboardGettingStarted-CustomDate/TimeRangeFilter  ** /csh?context=50168366&topicname=appcelerator_dashboard_getting_started.html#AppceleratorDashboardGettingStarted-ExportData  ** /csh?context=43298780&topicname=sending_and_scheduling_push_notifications.html#SendingandSchedulingPushNotifications-Troubleshootingcommonerrors  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/appcelerator_dashboard.html  ** /csh?context=43298774&topicname=managing_client_applications.html#ManagingClientApplications-AnalyticsTab  ** /csh?context=43298774&topicname=managing_client_applications.html#ManagingClientApplications-CloudTab  ** /csh?context=43298774&topicname=managing_client_applications.html#ManagingClientApplications-PerformanceTab  ** /csh?context=43298707  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/dashboard_4_0_0_release_note.html  ** /csh?context=  ** /csh?context=  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/dashboard_4_13_0_release_note.html  ** /csh?context=49153255  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/managing_client_applications.html  ** /csh?context=43298769&topicname=appcelerator_dashboard.html#AppceleratorDashboard-KeyMetrics  ** /csh?context=43298707  ** /csh?context=43298730  ** /csh?context=43298722  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/managing_mobile_backend_services_data_objects.html  ** /csh?context=49153774  ** /csh?context=53873264  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/managing_mobile_backend_services_datasources.html  ** /csh?context=37551713  ** /csh?context=37551713  ** /csh?context=37551713  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/managing_non-titanium_client_applications_in_dashboard.html  ** /csh?context=43298718  ** /csh?context=43298726  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/managing_tests.html  ** /csh?context=43298707  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/managing_your_applications.html  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/sending_and_scheduling_push_notifications.html  ** /csh?context=37551713  ** /csh?context=37551717  ** /csh?context=37551717  ** /csh?context=37551717  ** /csh?context=37551717  ** /csh?context=40930452  ** /csh?context=40930452  ** /csh?context=40930452  ** /csh?context=40930452  ** /csh?context=40930452  ** /csh?context=37539664  ** /csh?context=29004921  ** /csh?context=29004897  ** /csh?context=37551717  # https://axway.zoominsoftware.io/bundle/Appcelerator_Dashboard_allOS_en/page/viewing_analytics.html  ** /csh?context=43298693&topicname=appcelerator_analytics.html#AppceleratorAnalytics-CreatingandViewingEventFunnels  ** /csh?context=51250946","",1,0,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3153","03/22/2018 21:46:43",1,"Confirm CSH links are valid in MBS docs # https://axway.zoominsoftware.io/bundle/Mobile_Backend_Services_allOS_en/page/acs_1_1_6_release_note.html  ** /csh?context=40930452  # https://axway.zoominsoftware.io/bundle/Mobile_Backend_Services_allOS_en/page/acs_2013_1_august_release_note.html  ** /csh?context=37551711  ** /csh?context=37551711  # https://axway.zoominsoftware.io/bundle/Mobile_Backend_Services_allOS_en/page/acs_2013_10_october_release_note.html  ** /csh?context=43298716  # https://axway.zoominsoftware.io/bundle/Mobile_Backend_Services_allOS_en/page/amplify_appcelerator_platform_services_sdk_for_android_mobile_backend_services.html  ** /csh?context=43298776  ** /csh?context=43298776  ** /csh?context=37551713  # https://axway.zoominsoftware.io/bundle/Mobile_Backend_Services_allOS_en/page/amplify_appcelerator_platform_services_sdk_for_ios_mobile_backend_services.html  ** /csh?context=43298776  ** /csh?context=43298776  ** /csh?context=43298776  ** /csh?context=37551713  # https://axway.zoominsoftware.io/bundle/Mobile_Backend_Services_allOS_en/page/mobile_backend_services_faq.html  ** /csh?context=37551713  ** /csh?context=49153865&topicname=troubleshooting_guide.html#TroubleshootingGuide-ErrorenablingCloudserviceforproject  ** /csh?context=49153865&topicname=troubleshooting_guide.html#TroubleshootingGuide-ApplePushNotificationServer(APNS)errors  ** /csh?context=49153865&topicname=troubleshooting_guide.html#TroubleshootingGuide-GoogleCloudMessaging(GCM)errors  # https://axway.zoominsoftware.io/bundle/Mobile_Backend_Services_allOS_en/page/mobile_backend_services_getting_started.html  ** /csh?context=43299610  # https://axway.zoominsoftware.io/bundle/Mobile_Backend_Services_allOS_en/page/titanium_sdk_and_mobile_backend_services.html  ** /csh?context=37551711  # https://axway.zoominsoftware.io/bundle/Mobile_Backend_Services_allOS_en/page/troubleshooting_guide.html  ** /csh?context=37551713  ** /csh?context=37551713  ** /csh?context=37551713  ** /csh?context=43298780  ** /csh?context=37551713  ** /csh?context=37551713  ** /csh?context=37551713  ** /csh?context=37551713  ** /csh?context=43298780","",1,0,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3154","03/22/2018 21:56:26",1,"Confirm and/or fixed broken links in ARS documents # https://wiki.appcelerator.org/display/guides2/arrow+cloud+1.1.09.release+note    http (appc docs): http://docs.appcelerator.com/cloud/latest/#!/guide/node_releasenotes  # https://axway.zoominsoftware.io/bundle/API_Runtime_Services_allOS_en/page/api_runtime_services_command-line_interface_reference.html  ** /csh?context=49153285  # https://axway.zoominsoftware.io/bundle/API_Runtime_Services_allOS_en/page/api_runtime_services_faq.html  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Exceptionsthrownupondeployment  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Exceptioninapp.jsoutsidestart  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Exceptioninsideapp.jsstart  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Exceptioninacontroller,outsideafunction  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Exceptionsthrownatruntime  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Exceptioninsynchronouscallshandlingrequests  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Exceptioninasynchronouscallbackshandlingrequests(orbackgroundjobs)  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Applicationcrasheswhilehandlingrequests  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Applicationcrasheswhilerunningbackgroundjobs  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Installationerrors  ** /csh?context=46245598&topicname=api_runtime_services_troubleshooting.html#APIRuntimeServicesTroubleshooting-Error:ENOENT,nosuchfileordirectory  # https://axway.zoominsoftware.io/bundle/API_Runtime_Services_allOS_en/page/arrow_cloud_1_3_0_release_note.html  ** /csh?context=49153285  ** /csh?context=43299782&topicname=api_runtime_services_command-line_interface_reference.html#APIRuntimeServicesCommand-LineInterfaceReference-server  # https://axway.zoominsoftware.io/bundle/API_Runtime_Services_allOS_en/page/arrow_cloud_1_3_1_release_note.html  ** /csh?context=49153285","",1,0,0,0,0,0,0,1,1,0,0,0,0
"TIDOC-3157","03/26/2018 01:32:17",3,"Not able to access module.touchid module documentation Hello!    Not able to access module.touchid documentation. Plase see the attached error     - https://docs.appcelerator.com/platform/latest/#!/api/Modules.TouchId      Thanks!    ","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3158","03/26/2018 15:54:46",1,"Redirect/Remove Ti.UI.iOS.AttributedString  Ti.UI.iOS.AttributedString has been deprecated for a while, and is removed since 6.0.0.GA. It sounds fair that by now this property should be removed from the docs. That means that when the user is searching for AttributedString they don't accidentally end up in the wrong page.    https://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.iOS.AttributedString","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-3159","03/27/2018 11:11:01",1,"Fix warnings from docgen script There are currently a slew of warnings in the docgen script due to the usage of Ti over Titanium when referring to APIs/Classes, and using incorrect namespaces for APIs.    More info in the PR https://github.com/appcelerator/titanium_mobile/pull/9961","",0,0,1,0,0,0,0,1,0,0,0,0,0
"TIDOC-3166","04/11/2018 13:35:25",2,"Update Pull Request Guide and Building SDK From source h5.Description    A community member was attempting to follow our Pull Request Guide and noted  that it is rather outdated, referencing the old scons method. We should update this and if possible avoid duplicating content between the docs and the readme in the repo    References    https://docs.appcelerator.com/platform/latest/#!/guide/Pull_Request_Guide  https://docs.appcelerator.com/platform/latest/#!/guide/Building_the_Titanium_SDK_From_Source    https://github.com/appcelerator/titanium_mobile#contributing  https://github.com/appcelerator/titanium_mobile#building-locally","",1,0,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3168","04/13/2018 18:33:36",1,"iOS iPad SplitWindow fails on open with unrecognized selector TiUIViewProxy setIsMasterWindow We have been starting to migrate old projects from SDK 5.5.1 to SDK 7.x and we ran into this problem with apps that use Ti.UI.iOS.createSplitWindow.  The call to createSplitWindow completes and returns what appears to be a valid object but then when we open the window, we get an error.  I've modified the default master-detail project to use splitWindow (you have to run it on an iPad simulator or device) and have attached that.      The documentation says that the masterView and detailView only have to be Ti.UI.View class but the example given shows that both are windows.  Could this be the problem?  If so, that's a real showstopper for a lot of apps.      ","  [INFO] :   createSplitWindow: {  [INFO] :     ""showMasterInPortrait"": false,  [INFO] :     ""masterIsOverlayed"": false,  [INFO] :     ""horizontalWrap"": true,  [INFO] :     ""visible"": true,  [INFO] :     ""touchEnabled"": true,  [INFO] :     ""masterView"": {  [INFO] :       ""horizontalWrap"": true,  [INFO] :       ""visible"": true,  [INFO] :       ""touchEnabled"": true,  [INFO] :       ""top"": 0,  [INFO] :       ""width"": 240,  [INFO] :       ""left"": 0,  [INFO] :       ""bottom"": 0  [INFO] :     },  [INFO] :     ""detailView"": {  [INFO] :       ""horizontalWrap"": true,  [INFO] :       ""visible"": true,  [INFO] :       ""touchEnabled"": true,  [INFO] :       ""left"": 240,  [INFO] :       ""top"": 0,  [INFO] :       ""right"": 0,  [INFO] :       ""bottom"": 0  [INFO] :     },  [INFO] :     ""backgroundColor"": ""#ffffff"",  [INFO] :     ""landscapeSplit"": 0.3125,  [INFO] :     ""orientationModes"": [  [INFO] :       4,  [INFO] :       3  [INFO] :     ]  [INFO] :   }  [ERROR] :  Script Error {  [ERROR] :      column = 21;  [ERROR] :      line = 62;  [ERROR] :      message = ""-[TiUIViewProxy setIsMasterWindow:]: unrecognized selector sent to instance 0x7f969c09d800"";  [ERROR] :      sourceURL = ""file:///Users/jrf/Library/Developer/CoreSimulator/Devices/354BBE8C-3514-49D0-BC31-82C13E500B4D/data/Containers/Bundle/Application/7A31A181-598A-4205-88D6-46CA528089D6/Split.app/app.js"";  [ERROR] :  }  ",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3169","04/17/2018 14:13:27",8,"SearchBar properties get ignored in tableview The properties left/right and width (and maybe others?) are ignored when using the  SearchBar inside the TableView/ListView (and elsewhere?) as they're full width by design. This should be clarified in the documentation. ","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3170","04/19/2018 16:20:32",0,"broken link in API documentation The [Modules.Map|https://docs.appcelerator.com/platform/latest/#!/api/Modules.Map] documentation has the following sentence under the Android section    For more instructions and examples of using the module, refer to the Google Maps v2 for Android guide, which links to a broken link at http://docs.appcelerator.com/titanium/latest/#!/guide/Google_Maps_v2_for_Android    ","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3171","04/19/2018 17:00:27",8,"Create and publish release note for Studio 5.1.0.RC Create and publish the release note for Studio 5.1.0.RC.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3172","04/20/2018 21:31:43",8,"Create and publish release note for CLI 7.0.3.GA Create and publish release note for CLI 7.0.3.GA.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3173","04/20/2018 21:32:18",8,"Create and publish release note for SDK 7.1.1.GA Create and publish release note for SDK 7.1.1.GA.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3176","04/21/2018 10:48:12",2,"Release notes: Redirects for mobile version not working When clicking a link in the release notes on a mobile phone it will use the normal desktop version that will only display the side menu.    Video of the problem: https://twitter.com/_Joe/status/987599064522022912    Source: https://www.appcelerator.com/blog/2018/04/rc-release-of-titanium-sdk-7-1-1-cli-7-0-3/    Desktop link: https://docs.appcelerator.com/platform/latest/#!/guide/Titanium_SDK_7.1.1.RC_Release_Note  Correct mobile link: https://docs.appcelerator.com/platform/latest/?mobile=/guide/Titanium_SDK_7.1.1.RC_Release_Note    The mobile version needs to change {{#!}} to {{?mobile=}}","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-3175","04/24/2018 13:37:51",1,"Ti.UI.WebView documentation broken/missing Right now the documentation seems to be completely missing, and it says it is just an abstract type.    https://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.WebView    *Expected Result*  Docs should be visible again","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3179","05/01/2018 11:28:08",1,"Audioplayer is having deprecated links to audioSessionMode The AudioPlayer documentation is linking to audioSessionMode while that is deprecated and replaced by audioSessionCategory since TiSDK 6.0    PR: https://github.com/appcelerator/titanium_mobile/pull/10018","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-3180","05/01/2018 21:31:03",8,"Create and publish release note for SDK 7.2.0.RC Create and publish release note for SDK 7.2.0.RC.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3181","05/01/2018 21:38:08",8,"Create and publish release note for CLI 7.0.4.RC Create and publish release note for CLI 7.0.4.RC.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3184","05/03/2018 13:00:53",1,"Add note about remote image-caching on Android 6+ Since Titanium 3.x remote images are automatically cached in android. While this works on Android <= 5 it doesn't work on Android >= 6 by default due to the new runtime permission model. By default, on Android 6 or later Titanium reloads images every time. Calling Ti.Filesystem.requestStoragePermissions() at app start fixes the problem and images are cached then. This behavior should be documented somewhere (maybe [http://docs.appcelerator.com/platform/latest/#!/guide/Image_Best_Practices-section-src-30082525_ImageBestPractices-Cachingremoteimages|http://docs.appcelerator.com/platform/latest/#!/guide/Image_Best_Practices-section-src-30082525_ImageBestPractices-Cachingremoteimages]) so developers are aware of it.","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3185","05/03/2018 18:36:50",1,"Possible confusion in Configuring push services document Possible confusion, in our docs for setting up push notifications. It says in our docs: “For application in development, select Apple Push Notification service SSL (Sandbox). For production applications, select Apple Push Notification service SSL (Production), then click Continue.“ However Apples site now has sandbox & production under production and just sandbox under development. I’m actually not sure which one to choose as each one creates a different cert type (Apple Push Services  Vs APNs Development iOS)     https://docs.appcelerator.com/platform/latest/#!/guide/Configuring_push_services-section-src-37551713_Configuringpushservices-ConfiguringpushservicesforiOSdevices    Solution: Just add sandbox & to #4  # Log in to the Apple Developer Member Center as the Team Agent or Admin.  # Click Certificates, Identifiers & Profiles.  # Click Certificates, then click the add (+) button near the top-right corner.  # For application in development, select Apple Push Notification service SSL (Sandbox). For production applications, select Apple Push Notification service SSL (Sandbox & Production), then click Continue.  # Select the App ID that you created previously from the drop-down list, then click Continue.  # Follow the instructions provided for creating a Certificate Signing Request (CSR). Click Continue once you've created the CSR.  # Locate the CSR you created and click Generate. You are returned to the Certificates page with the status listed as Pending. Wait a moment then refresh the page in your browser. If asked to approve the request, click Approve.  # Click Download to download the certificate (.cer) file to your computer.  # Double-click the file to install it into your keychain.","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3187","05/04/2018 15:15:01",2,"Ti.UI.Android.DrawerLayout cannot be found using search When trying to search  for {{DrawerLayout}} you cannot find it... you manually have to go Ti.UI.Android and click on DrawerLayout from there. This gives the impression it is not supported.    *Expected result*  DrawerLayout should be the first result when searching for it, and when clicking on it you should go to https://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.Android.DrawerLayout","",0,1,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3188","05/07/2018 15:43:20",8,"Generated API docs do not display default values for properties/arguments A good example here is https://github.com/appcelerator/titanium_mobile/blob/master/apidoc/Titanium/Blob.yml#L183    Ti.Blob#imageAsThumbnail() takes some optional arguments. One of them has a default value of 1 (the border size) if unspecified. We specify this in the YML, but the generate docs at http://docs.appcelerator.com/platform/latest/#!/api/Titanium.Blob-method-imageAsThumbnail make no mention of this default value.","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-3189","05/18/2018 03:05:11",1,"Android ""Intent"" get*Extra() methods for bool/int/long/double require 2 args *Summary:*  The following Android ""Intent"" methods are mis-documented:  * [getBooleanExtra()|https://docs.appcelerator.com/platform/latest/#!/api/Titanium.Android.Intent-method-getBooleanExtra]  * [getIntExtra()|https://docs.appcelerator.com/platform/latest/#!/api/Titanium.Android.Intent-method-getIntExtra]  * [getLongExtra()|https://docs.appcelerator.com/platform/latest/#!/api/Titanium.Android.Intent-method-getLongExtra]  * [getDoubleExtra()|https://docs.appcelerator.com/platform/latest/#!/api/Titanium.Android.Intent-method-getDoubleExtra]    These methods requires 2 arguments, not 1 argument. The 2nd argument must be the default value which is returned in case the given ""name"" could not be found. Passing in only 1 argument into these methods will cause an exception.    *Note:*  The {{getStringExtra()}} and {{getBlobExtra()}} are documented correctly. These 2 methods only require 1 argument.    ","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-3190","05/18/2018 20:55:02",1,"Ti.Network ""online"" property indicates its connected to network, not Internet *Summary:*  The {{Ti.Network.online}} property documents that it indicate that the device is connected to the Internet. This is not true. It indicates that it's connected to the ""network"". Meaning this property can be set {{true}} if connected to a private LAN without Internet access.  https://docs.appcelerator.com/platform/latest/#!/api/Titanium.Network-property-online    *Note:*  I've tested this on both Android and iOS. I've confirmed that both platforms match the behavior I've indicated above. This is definitely the correct behavior. The only way to know that you have Internet access is to attempt to HTTP request a web server.  ","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-3191","05/21/2018 22:06:03",8,"Remove broken and/or outdate Github links Removed broken Github links from the following wiki documents:  # https://wiki.appcelerator.org/display/guides2/Adding+new+Deployment+Providers  # https://wiki.appcelerator.org/display/guides2/Adding+new+JavaScript+Debuggers  # https://wiki.appcelerator.org/display/guides2/Alloy+Best+Practices+and+Recommendations  # https://wiki.appcelerator.org/display/guides2/Alloy+Command-Line+Interface+Reference  # https://wiki.appcelerator.org/display/guides2/Alloy+Tasks+with+the+CLI  # https://wiki.appcelerator.org/display/guides2/Alloy+Test+Apps  # https://wiki.appcelerator.org/display/guides2/Android+Module+Architecture  # https://wiki.appcelerator.org/display/guides2/Audio+APIs  # https://wiki.appcelerator.org/display/guides2/CommonJS+XML  # https://wiki.appcelerator.org/display/guides2/Complex+Widget  # https://wiki.appcelerator.org/display/guides2/Dashboard+Localization  # https://wiki.appcelerator.org/display/guides2/Dealing+with+SOAP+Web+Services  # https://wiki.appcelerator.org/display/guides2/Destroying+Data+Bindings  # https://wiki.appcelerator.org/display/guides2/Git+and+Github  # https://wiki.appcelerator.org/display/guides2/JFF+1.0+Specification  # https://wiki.appcelerator.org/display/guides2/Journal  # https://wiki.appcelerator.org/display/guides2/JSCA+1.0+Specification  # https://wiki.appcelerator.org/display/guides2/ScrollableView+Binding  # https://wiki.appcelerator.org/display/guides2/SQL+Preload  # https://wiki.appcelerator.org/display/guides2/TDoc+Specification  # https://wiki.appcelerator.org/display/guides2/Titanium+Angular+Routing  # https://wiki.appcelerator.org/display/guides2/Titanium+Resources  # https://wiki.appcelerator.org/display/guides2/Using+a+Module  # https://wiki.appcelerator.org/display/guides2/Widget+Models  # https://wiki.appcelerator.org/display/guides2/Working+with+JSON+Data  # https://wiki.appcelerator.org/display/guides2/Working+with+XML+Data    Fixed link in the following docs:  # https://wiki.appcelerator.org/display/guides2/Building+the+Titanium+SDK+From+Source for http://mxcl.github.com/homebrew/ to point to https://brew.sh/  # https://wiki.appcelerator.org/display/guides2/PyDev+Developers needs an updated link for https://help.github.com/send-pull-requests/","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3192","05/26/2018 21:34:18",0,"Legacy wiki leads to deadlink-docs When going to https://wiki.appcelerator.org/pages/viewpage.action?pageId=29002574, it says  {quote}  This documentation relates to previous versions of Titanium.    To see the latest documentation, visit [docs.appcelerator.com|http://docs.appcelerator.com/titanium/latest/].  {quote}    But the docs link leads to http://docs.appcelerator.com/titanium/latest/ which does not exist. It should instead link to https://docs.appcelerator.com/platform/latest/#!/api","",0,0,1,0,0,0,0,0,1,0,0,0,0
"TIDOC-3193","05/30/2018 18:31:17",2,"Update several docs for Studio 5.1.0 release The following sections of https://wiki.appcelerator.org/display/guides2/Titanium+Compatibility+Matrix will need to be updated for the Studio 5.1.0 release:  *  Java Development Kit  ** Package Arch Version: change it to this (Windows): 32-bit and 64-bit (see below). Add an anchor link to a new section called Java support matrix. Make this it's own page and excerpt-include it back to the compatibility page.    https://wiki.appcelerator.org/display/guides2/Titanium+SDK+Getting+Started  * Prerequisites  ** Change ""For Windows, the 32-bit version of Java JDK is required regardless of whether Titanium is running on a 32-bit or 64-bit system."" to ""For Windows, you can use either 32-bit or 64-bit versions of Java JDK. Please refer to [link to Java support matrix] for more information.""    https://wiki.appcelerator.org/display/guides2/Downloading+and+Installing+Studio#DownloadingandInstallingStudio-InstallationLocations  * Update the location of the installers in this page    https://wiki.appcelerator.org/display/guides2/Updating+the+Current+Version  * Add a new section about the incompatibility to upgrade from 5.0.0 to 5.1.0 to this page","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3195","06/08/2018 06:55:26",3,"Studio Analytics Events page  I think we should publish below page with the Studio GDPR changes. This will gave a fair idea for the users on the fields which we are tracking if they agree to send the studio usage data.    https://wiki.appcelerator.org/display/tools/Studio+Analytics+Events","",0,0,1,0,0,0,0,0,1,0,0,0,0
"TIDOC-3197","06/11/2018 17:02:12",8,"Create and publish release note for SDK 7.2.0.GA Create and publish release note for SDK 7.2.0.GA.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3198","06/11/2018 17:03:12",8,"Create and publish release note for CLI 7.0.4.GA Create and publish release note for CLI 7.0.4.GA.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3199","06/12/2018 18:08:14",8,"Create and publish release note for Studio 5.1.0.GA Create and publish the release note for Studio 5.1.0.GA.","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-3202","06/15/2018 16:12:39",2,"Update Titanium.UI.TabGroup with a note from TIMOB-10154 Tabs are not supposed to fire click, singletap and other UI-related events, since they are no Ti.UI.View subclass.    Update https://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.TabGroup with a note with this information.","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-3204","06/25/2018 22:14:44",1,"Document argument for UserNotificationCenter.removeDeliveredNotifications() Our {{Ti.App.iOS.UserNotificationCenter.removeDeliveredNotifications()}} API supports an optional argument. This optional argument is not documented.  https://docs.appcelerator.com/platform/latest/#!/api/Titanium.App.iOS.UserNotificationCenter-method-removeDeliveredNotifications    The argument can be an array of {{UserNotificationDictionary}} objects...  https://docs.appcelerator.com/platform/latest/#!/api/UserNotificationDictionary    If no argument is given, then this API will remove all notifications.  If given an array of {{UserNotificationDictionary}}, then only those notifications will be removed.    Note that an array of ALL active {{UserNotificationDictionary}} objects can be obtained via a call to the {{Ti.App.iOS.UserNotificationCenter.getDeliveredNotifications()}} method.","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-3206","06/29/2018 17:30:23",8,"Replace and/or remove various Windows Phone terms The following terms need to be replaced:  * Windows Phone 8.1, Windows Phone 8.x, and Windows Phone 8.1 > Windows Phone  * Windows 10 > Windows 10 Mobile    Remove the following terms altogether:  * tizen  * blackberry    Searches for various combinations of Windows Phone, tizen, and blackberry in the wiki:  * ""Windows Phone"" -release  ** https://wiki.appcelerator.org/dosearchsite.action?queryString=%22Windows%20Phone%22%20-release&startIndex=0&where=guides2  ** 17 pages  * ""Windows Phone 8.1"" -release  ** https://wiki.appcelerator.org/dosearchsite.action?queryString=%22Windows%20Phone%208.1%22%20-release&startIndex=0&where=guides2  ** 1 page  * ""Windows Phone 8"" -release  ** https://wiki.appcelerator.org/dosearchsite.action?queryString=%22Windows%20Phone%208%22%20-release&startIndex=0&where=guides2  ** 2 pages  * tizen  ** https://wiki.appcelerator.org/dosearchsite.action?queryString=tizen&startIndex=0&where=guides2  ** 1 page  * blackberry -release  ** https://wiki.appcelerator.org/dosearchsite.action?queryString=blackberry%20-release&startIndex=0&where=guides2  ** 4 pages  * ""Windows 10"" -release  ** https://wiki.appcelerator.org/dosearchsite.action?queryString=%22Windows%2010%22%20-release&startIndex=0&where=guides2  ** 7 pages","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-3208","07/09/2018 21:39:59",8,"Create and publish release note for SDK 7.3.0.RC Create and publish SDK 7.3.0.RC release note.","",0,0,0,0,1,0,0,0,1,0,0,0,0
